order_name,order_code,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
カウンセリング料,96000605.0,"""OwnExpense""",1,回,-,カウンセリング
カウンセリング料（初回）,96000603.0,"""OwnExpense""",1,回,-,カウンセリング
カウンセリング料（２回目以降）,96000604.0,"""OwnExpense""",1,回,-,カウンセリング
カデックス軟膏０．９％,660453014.0,"""Treatment""",2,ｇ,-,カデックス
カリウム,160021410.0,"""Examination""",1,回,-,カリウム
カリグラム　セット,95000018.0,"""OwnExpense""",1,回,-,カリグラムセット
カルボシステイン錠５００ｍｇ「サワイ」,621992102.0,"""Medication""",1,錠,１日３回,カルボシステイン
カロナール錠２００　２００ｍｇ,620002023.0,"""Medication""",2,錠,１回　個痛む時に,カロナール
カロナール錠５００　５００ｍｇ,622381201.0,"""Medication""",4,錠,１日４回毎食後及び就寝前に,カロナール
ガスター錠１０ｍｇ,612320417.0,"""Medication""",2,錠,１日２回,ガスター
ガストローム顆粒６６．７％,620003533.0,"""Medication""",3,ｇ,１日２回朝夕食後に,ガストローム
ガングリオン穿刺術,150041450.0,"""Treatment""",1,回,-,ガングリオン
キシロカイン注シリンジ１％　１０ｍＬ,620002937.0,"""Injection""",1,筒,-,キシロカイン
キシロカイン注ポリアンプ１％　１０ｍＬ,620007263.0,"""Surgery""",1,管,-,キシロカイン
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,"""Injection""",0.3,管,-,キシロカイン
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,"""Surgery""",0.2,管,-,キシロカイン
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,"""Treatment""",1,管,-,キシロカイン
キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,641210004.0,"""Injection""",0.2,ｍＬＶ,-,キシロカイン
キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,641210004.0,"""Surgery""",3,ｍＬＶ,-,キシロカイン
キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,641210004.0,"""Treatment""",5,ｍＬＶ,-,キシロカイン
キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,641210005.0,"""Surgery""",5,ｍＬＶ,-,キシロカイン
キシロカイン注射液１％,641210099.0,"""Injection""",0.1,ｍＬＶ,-,キシロカイン
キシロカイン注射液１％,641210099.0,"""Treatment""",5,ｍＬＶ,-,キシロカイン
キプレス錠１０ｍｇ,620006885.0,"""Medication""",1,錠,１日１回夜に,キプレス
キャンセル料,96000477.0,"""OwnExpense""",1,回,-,キャンセル
キンダベート軟膏０．０５％,620005261.0,"""Medication""",5,ｇ,医師の指示通りに,キンダベート
クラシエ十味敗毒湯エキス細粒,620005334.0,"""Medication""",6,ｇ,１日２回朝夕食前に,十味敗毒湯
クラシエ十味敗毒湯エキス錠,620005404.0,"""Medication""",18,錠,１日３回毎食前に,十味敗毒湯
クラシエ当帰芍薬散料エキス細粒,620005341.0,"""Medication""",6,ｇ,１日２回朝夕食前に,当帰芍薬散料
クラシエ柴苓湯エキス細粒,620005401.0,"""Medication""",8.1,ｇ,１日２回朝夕食前に,クラシエ
クラシエ桂枝茯苓丸料エキス錠,620005396.0,"""Medication""",18,錠,１日３回毎食前に,桂枝茯苓丸料
クラビット錠５００ｍｇ　（レボフロキサシンとして）,621925801.0,"""Medication""",1,錠,１日１回夕食後に,クラビット
クラリチンドライシロップ１％,620005886.0,"""Medication""",0.5,ｇ,１日１回就寝前に,クラリチンドライシロップ
クラリチンレディタブ錠１０ｍｇ,620001925.0,"""Medication""",1,錠,１日１回夕食後に,クラリチンレディタブ
クラリチン錠１０ｍｇ,610462028.0,"""Medication""",1,錠,１日１回就寝前に,クラリチン
クリンダマイシンゲル１％「クラシエ」,621939901.0,"""Medication""",10,ｇ,１日２回　朝・夜に塗って下さい,クリンダマイシンゲル
クレアチニン,160019210.0,"""Examination""",1,回,-,クレアチニン
クレナフィン爪外用液１０％,622365201.0,"""Medication""",3.56,ｇ,１日１回　夜に塗って下さい,クレナフィン
グリチロン配合錠,620845201.0,"""Medication""",3,錠,１日３回毎食後に,グリチロン
グリメサゾン軟膏,662640093.0,"""Medication""",15,ｇ,１日１回お使い下さい。,グリメサゾン
ケトコナゾール２％クリーム,622781200.0,"""Medication""",15,ｇ,１日２回お使い下さい。,ケトコナゾール
ケナコルト−Ａ皮内用関節腔内用水懸注５０ｍｇ／５ｍＬ　１０ｍｇ,620004661.0,"""Injection""",0.3,ｍＬＶ,-,皮内用関節腔内用水懸注
ケフラールカプセル２５０ｍｇ,616130110.0,"""Medication""",3,カプセル,１日３回毎食後に,ケフラールカプセル
ケフラール細粒小児用１００ｍｇ,616130112.0,"""Medication""",6,ｇ,１日３回毎食後に,ケフラール
ケミカルピーリング　顔　首　デコルテ,96000061.0,"""Rehabilitation""",1,回,-,ケミカルピーリング
ケミカルピーリング　顔、首、デコルテ　６回,96000565.0,"""OwnExpense""",1,回,-,ケミカルピーリング
ケラチナミンコーワクリーム２０％,620665402.0,"""Medication""",50,ｇ,１日１回お使い下さい。,ケラチナミンコーワクリーム
ゲンタシン軟膏０．１％　１ｍｇ,620008993.0,"""Medication""",10,ｇ,１日１回お使い下さい。,ゲンタシン
ゲーベンクリーム１％,620008991.0,"""Medication""",50,ｇ,１日１回お使い下さい。,ゲーベンクリーム
コ　その他；,830100612.0,"""Pathological""",1,-,-,コその他；
コジブライトクリーム,96000535.0,"""OwnExpense""",1,回,-,コジブライトクリーム
コジブライトローション,96000534.0,"""OwnExpense""",1,回,-,コジブライトローション
コストフリー,96000516.0,"""OwnExpense""",0,円,-,コストフリー
コタロー桂枝茯苓丸料エキス細粒,615101204.0,"""Medication""",6,ｇ,１日３回毎食前に,桂枝茯苓丸料
コタロー梔子柏皮湯エキス細粒,615101216.0,"""Medication""",6,ｇ,１日３回毎食前に,梔子柏皮湯
コタロー黄連解毒湯エキスカプセル,615101190.0,"""Medication""",6,カプセル,１日３回毎食前に,エキスカプセル
コムクロシャンプー０．０５％,622546901.0,"""Medication""",125,ｇ,頭に,コムクロシャンプー
コレクチム軟膏０．５％,622784201.0,"""Medication""",10,ｇ,１日２回,コレクチム
サブシジョン１×１ｃｍ,96000243.0,"""OwnExpense""",1,回,-,サブシジョン
サワシリンカプセル２５０　２５０ｍｇ,620006919.0,"""Medication""",3,カプセル,１日３回毎食後に,サワシリンカプセル
サワシリン錠２５０　２５０ｍｇ,616130132.0,"""Medication""",4,錠,１日４回,サワシリン
サンテゾーン０．０５％眼軟膏,661310073.0,"""Medication""",3.5,ｇ,眼囲に,サンテゾーン
ザイザルシロップ０．０５％,622308201.0,"""Medication""",2.5,ｍＬ,１日１回就寝前に,ザイザルシロップ
ザイザル錠５ｍｇ,622036701.0,"""Medication""",1,錠,１日１回就寝前に,ザイザル
ザーネ軟膏０．５％　５，０００単位,620004801.0,"""Medication""",100,ｇ,１日２回お使い下さい。,ザーネ
シナール配合錠,620721301.0,"""Medication""",3,錠,１日３回毎食後に,シナール
シナール配合顆粒,620720901.0,"""Medication""",3,ｇ,１日３回毎食後に,シナール
シングレア錠１０ｍｇ,620006934.0,"""Medication""",1,錠,１日１回就寝前に,シングレア
シーセラム,96000494.0,"""Rehabilitation""",1,回,-,シーセラム
シーピー配合顆粒,620721001.0,"""Medication""",3,ｇ,１日３回毎食後に,シーピー
ジクアス点眼液３％　５ｍＬ,621985701.0,"""Medication""",1,瓶,医師の指示通りに,ジクアス
ジクアスＬＸ点眼液３％　５ｍＬ,622924301.0,"""Medication""",1,瓶,１日３回お使い下さい。,ジクアス
ジルテック錠１０　１０ｍｇ,610421327.0,"""Medication""",2,錠,１日２回朝夕食後に,ジルテック
スキンブライセラム０．５,96000491.0,"""Rehabilitation""",1,回,-,スキンブライセラム
スピール膏Ｍ　２５ｃｍ２,662660057.0,"""Medication""",1,枚,足に,スピール
セフカペン　ピボキシル塩酸塩１００ｍｇ錠,622900500.0,"""Medication""",3,錠,１日３回毎食後に,セフカペンピボキシル
セフゾン細粒小児用１０％　１００ｍｇ,620004513.0,"""Medication""",1.8,ｇ,１日３回毎食後に,細粒小児用
セレスタミン配合錠,620530701.0,"""Medication""",2,錠,１日２回,セレスタミン
ゼビアックスローション２％,622462601.0,"""Medication""",10,ｇ,１日１回医師の指示通りに,ゼビアックスローション
ゼビアックス油性クリーム２％,622855401.0,"""Medication""",10,ｇ,１日１回医師の指示通りに,ゼビアックス
ゼビアックス油性クリーム２％,622855401.0,"""Treatment""",1,ｇ,-,ゼビアックス
ソル・コーテフ静注用２５０ｍｇ　（溶解液付）,620007332.0,"""Injection""",1,瓶,-,コーテフ
ゾビラックス顆粒４０％,610406386.0,"""Medication""",2,ｇ,１日５回,ゾビラックス
タチオン錠１００ｍｇ,613920056.0,"""Medication""",2,錠,１日２回朝夕食後に,タチオン
タリオン錠１０ｍｇ,620006971.0,"""Medication""",2,錠,１日２回朝夕食後に,タリオン
タリオンＯＤ錠１０ｍｇ,620005515.0,"""Medication""",2,錠,１日２回朝食後及び就寝前に,タリオン
タリビッド点眼液０．３％,620004810.0,"""Medication""",5,ｍＬ,１日３回お使い下さい。,タリビッド
タリージェ錠１５ｍｇ,622670001.0,"""Medication""",2,錠,１日２回朝夕食後に,タリージェ
ダイアコートクリーム０．０５％,620624401.0,"""Medication""",30,ｇ,１日２回お使い下さい。,ダイアコートクリーム
ダイアコート軟膏０．０５％,620623901.0,"""Medication""",10,ｇ,かゆい部位に,ダイアコート
ダイアコート軟膏０．０５％,620623901.0,"""Treatment""",2,ｇ,-,ダイアコート
ダラシンＴゲル１％,660462005.0,"""Medication""",10,ｇ,１日２回お使い下さい。,ダラシン
ダーマペン　（額以外の顔）,96000417.0,"""Rehabilitation""",1,回,-,ダーマペン
ダーマペン＋成長因子　全顔,96000413.0,"""Rehabilitation""",1,回,-,成長因子全顔
ダーマペン＋成長因子　初回１回　全顔,96000412.0,"""Rehabilitation""",1,回,-,成長因子初回
ダーモスコピー,160179610.0,"""Examination""",1,回,-,ダーモスコピー
ツムラ五苓散エキス顆粒（医療用）,615101428.0,"""Medication""",7.5,ｇ,１日３回毎食前に,ツムラ
ツムラ大建中湯エキス顆粒（医療用）,615101469.0,"""Medication""",15,ｇ,１日３回毎食前に,大建中湯
ツムラ排膿散及湯エキス顆粒（医療用）,615101491.0,"""Medication""",7.5,ｇ,１日３回毎食前に,排膿散及湯
ツムラ桂枝加朮附湯エキス顆粒（医療用）,615101418.0,"""Medication""",7.5,ｇ,１日３回毎食前に,桂枝加朮附湯
ツムラ桂枝茯苓丸エキス顆粒（医療用）,615101422.0,"""Medication""",7.5,ｇ,１日３回,桂枝茯苓丸
ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,615101752.0,"""Medication""",7.5,ｇ,１日３回毎食前に,桂枝茯苓丸加
ツムラ治打撲一方エキス顆粒（医療用）,615101474.0,"""Medication""",7.5,ｇ,１日３回毎食前に,治打撲一方
ツムラ清上防風湯エキス顆粒（医療用）,615101461.0,"""Medication""",7.5,ｇ,１日３回毎食前に,清上防風湯
ツムラ葛根湯エキス顆粒（医療用）,615101406.0,"""Medication""",7.5,ｇ,１日３回毎食前に,ツムラ
ツムラ補中益気湯エキス顆粒（医療用）,615101503.0,"""Medication""",7.5,ｇ,１日３回毎食前に,補中益気湯
ツムラ越婢加朮湯エキス顆粒（医療用）,615101402.0,"""Medication""",7.5,ｇ,１日３回毎食前に,越婢加朮湯
ツムラ防已黄耆湯エキス顆粒（医療用）,615101501.0,"""Medication""",7.5,ｇ,１日３回,防已黄耆湯
ツムラ防風通聖散エキス顆粒（医療用）,615101502.0,"""Medication""",7.5,ｇ,１日３回毎食前に,防風通聖散
ツムラ黄連解毒湯エキス顆粒（医療用）,615101403.0,"""Medication""",7.5,ｇ,１日３回毎食後に,黄連解毒湯
ディフェリンゲル０．１％,620008449.0,"""Medication""",15,ｇ,１日１回夜に,ディフェリンゲル
ディレグラ配合錠,622226201.0,"""Medication""",4,錠,１日２回,ディレグラ
デイリーＰＤ,96000487.0,"""Rehabilitation""",1,回,-,デイリー
デエビゴ錠５ｍｇ,622703201.0,"""Medication""",1,錠,不眠時に,デエビゴ
デザレックス錠５ｍｇ,622514901.0,"""Medication""",1,錠,１日１回就寝前に,デザレックス
デブリードマン加算（汚染された挫創）,150001570.0,"""Surgery""",1,回,-,デブリードマン
デュアック配合ゲル,622415601.0,"""Medication""",10,ｇ,１日１回夜に,デュアック
デュアルレチノプラス,96000587.0,"""OwnExpense""",1,回,-,デュアルレチノプラス
デュオアクティブ　当日分,96000401.0,"""OwnExpense""",1,回,-,デュオアクティブ
デュオアクティブ　１シート,96000222.0,"""Rehabilitation""",1,回,-,デュオアクティブ
デルマエイド　３枚セット,96000475.0,"""OwnExpense""",1,回,-,デルマエイド
デルマエイド　３枚セット,96000475.0,"""Rehabilitation""",1,回,-,デルマエイド
デルモベートクリーム０．０５％,620005273.0,"""Medication""",30,ｇ,かゆい部位に,デルモベートクリーム
デルモベートスカルプローション０．０５％,620005274.0,"""Medication""",20,ｇ,１日２回,デルモベートスカルプローション
デルモベートスカルプローション０．０５％,620005274.0,"""Treatment""",2,ｇ,-,デルモベートスカルプローション
デルモベート軟膏０．０５％,620005275.0,"""Medication""",10,ｇ,１日２回,デルモベート
トラニラスト１００ｍｇカプセル,622743400.0,"""Medication""",3,カプセル,１日３回毎食後に,トラニラスト
トラネキサム酸２５０ｍｇ錠,622896900.0,"""Medication""",3,錠,１日３回毎食後に,トラネキサム
トランサミン錠２５０ｍｇ,610463120.0,"""Medication""",2,錠,１日２回朝夕食後に,トランサミン
トランサミン錠５００ｍｇ,613320130.0,"""Medication""",3,錠,１日３回毎食後に,トランサミン
トレチノインクリーム　０．０２５％,96000175.0,"""OwnExpense""",1,回,-,トレチノインクリーム
トレチノインクリーム　０．０２５％,96000175.0,"""Rehabilitation""",1,回,-,トレチノインクリーム
トレチノインクリーム　０．０５％,96000176.0,"""Rehabilitation""",1,回,-,トレチノインクリーム
トレチノインクリーム　０．１％,96000177.0,"""Rehabilitation""",1,回,-,トレチノインクリーム
ドットヘアー　タブレット・フォー・ウィメン,96000574.0,"""OwnExpense""",1,回,-,ドットヘアータブレット
ドットヘアー　タブレット・フォー・メン,96000572.0,"""OwnExpense""",1,回,-,ドットヘアータブレット
ドットヘアー　リキッド・フォー・ウィメン,96000575.0,"""OwnExpense""",1,回,-,ドットヘアーリキッド
ドットヘアー　リキッド・フォー・メン,96000573.0,"""OwnExpense""",1,回,-,ドットヘアーリキッド
ドレニゾンテープ４μｇ／ｃｍ２　０．３ｍｇ７．５ｃｍ×１０ｃｍ,620007706.0,"""Medication""",2,回,１日１回医師の指示通りに,ドレニゾンテープ
ナウゼリン坐剤１０　１０ｍｇ,662390001.0,"""Medication""",10,個,１回１個１日１回医師の指示通りに,ナウゼリン
ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ,620008450.0,"""Medication""",1,瓶,★１日２〜３回お使い下さい,ナゾネックス
ナトリウム及びクロール,160021110.0,"""Examination""",1,回,-,ナトリウム
ニキビ内服セット　アルダクトン　２ヶ月目,96000134.0,"""Rehabilitation""",1,回,-,セットアルダクトン
ニキビ内服セット　アルダクトン　３ヶ月目,96000135.0,"""Rehabilitation""",1,回,-,セットアルダクトン
ニキビ内服セット　アルダクトン　４ヶ月目,96000136.0,"""Rehabilitation""",1,回,-,セットアルダクトン
ニキビ内服セット　ロアキュタン（１０ｍｇ）,96000137.0,"""Rehabilitation""",1,回,-,セットロアキュタン
ニキビ注射　３個まで,96000044.0,"""Rehabilitation""",1,回,-,ニキビ
ニゾラールクリーム２％,620005277.0,"""Medication""",10,ｇ,１日２回,ニゾラールクリーム
ニゾラールローション２％,620000385.0,"""Medication""",40,ｇ,１日１回　夜に塗って下さい,ニゾラールローション
ネイリンカプセル１００ｍｇ,622590001.0,"""Medication""",1,カプセル,１日１回夕食後に,ネイリンカプセル
ネオーラル１０ｍｇカプセル,610443018.0,"""Medication""",2,カプセル,１日２回朝夕食後に,ネオーラル
ネオーラル２５ｍｇカプセル,610443019.0,"""Medication""",2,カプセル,１日２回朝夕食後に,ネオーラル
ネオーラル５０ｍｇカプセル,610443020.0,"""Medication""",4,カプセル,１日２回朝夕食後に,ネオーラル
ネリゾナソリューション０．１％,620605001.0,"""Medication""",30,ｍＬ,１日２回,ネリゾナソリューション
ハイセチンＰ軟膏,660406076.0,"""Medication""",10,ｇ,１日２回お使い下さい。,ハイセチン
ハイチオール錠８０　８０ｍｇ,613910185.0,"""Medication""",3,錠,１日３回毎食後に,ハイチオール
ハイドラファーム,96000500.0,"""Rehabilitation""",1,回,-,ハイドラファーム
ハイドレーティングクレンザー,96000480.0,"""Rehabilitation""",1,回,-,ハイドレーティングクレンザー
ハイドロキノンクリーム　５ｇ,96000174.0,"""OwnExpense""",1,回,-,ハイドロキノンクリーム
ハイドロキノンクリーム　５ｇ,96000174.0,"""Rehabilitation""",1,回,-,ハイドロキノンクリーム
ハイフ　二重あご（３００ショット）,95000005.0,"""OwnExpense""",1,回,-,ハイフ
ハイフ　全顔（７７０ショット）,95000002.0,"""OwnExpense""",1,回,-,ハイフ
ハイフ　頬（３００ショット）,95000004.0,"""OwnExpense""",1,回,-,ハイフ
ハイボン錠２０ｍｇ,610463151.0,"""Medication""",2,錠,１日２回朝夕食後に,ハイボン
バランサートナー,96000484.0,"""OwnExpense""",1,回,-,バランサートナー
バランサートナー,96000484.0,"""Rehabilitation""",1,回,-,バランサートナー
バルトレックス錠５００　５００ｍｇ,610443030.0,"""Medication""",2,錠,１日２回朝夕食後に,バルトレックス
パスタロンソフト軟膏１０％,620005286.0,"""Medication""",100,ｇ,１日２回お使い下さい。,パスタロンソフト
パタノール点眼液０．１％,620004365.0,"""Medication""",10,ｍＬ,１日右４回左４回,パタノール
ヒアルロン酸　アラガン,96000041.0,"""Rehabilitation""",1,回,-,ヒアルロン
ヒアレイン点眼液０．３％　５ｍＬ,621999201.0,"""Medication""",1,瓶,１日右４回左４回,ヒアレイン
ヒルドイドクリーム０．３％,620009046.0,"""Medication""",50,ｇ,１日３回,ヒルドイドクリーム
ヒルドイドクリーム０．３％,620009046.0,"""Treatment""",2,ｇ,-,ヒルドイドクリーム
ヒルドイドソフト軟膏０．３％,620009048.0,"""Medication""",25,ｇ,１日２回お使い下さい。,ヒルドイドソフト
ヒルドイドフォーム０．３％,622644001.0,"""Medication""",92,ｇ,１日３回,ヒルドイドフォーム
ヒルドイドローション０．３％,620009049.0,"""Medication""",50,ｇ,１日３回,ヒルドイドローション
ビオスリー配合錠,620421201.0,"""Medication""",6,錠,１日３回毎食後に,ビオスリー
ビオチン散０．２％「フソー」,620005067.0,"""Medication""",0.75,ｇ,１日３回毎食後に,ビオチン
ビオチン散０．２％「ホエイ」,620006073.0,"""Medication""",1,ｇ,１日２回朝夕食後に,ビオチン
ビオフェルミン錠剤,620000094.0,"""Medication""",3,錠,１日３回毎食後に,ビオフェルミン
ビフロキシン配合錠,620718101.0,"""Medication""",3,錠,１日３回毎食後に,ビフロキシン
ビブラマイシン錠１００ｍｇ,620006084.0,"""Medication""",1,錠,１日１回夕食後に,ビブラマイシン
ビブラマイシン錠５０ｍｇ,620006083.0,"""Medication""",1,錠,１日１回夕食後に,ビブラマイシン
ビラノア錠２０ｍｇ,622516602.0,"""Medication""",1,錠,１日１回医師の指示通りに,ビラノア
ビラノアＯＤ錠２０ｍｇ,622829401.0,"""Medication""",1,錠,１日１回就寝前に,ビラノア
ピアス　耳垂　両側,96000145.0,"""OwnExpense""",1,回,-,耳垂両側
ピコ　ショット当て放題,96000578.0,"""OwnExpense""",1,回,-,ピコショット
ピコジェネシス　全顔　１回,96000550.0,"""OwnExpense""",1,回,-,ピコジェネシス
ピコジェネシス　全顔　１回　トライアル,96000549.0,"""OwnExpense""",1,回,-,ピコジェネシス
ピコジェネシス　全顔　６回,96000551.0,"""OwnExpense""",1,回,-,ピコジェネシス
ピコトーニング　全顔　１回,96000540.0,"""OwnExpense""",1,回,-,ピコトーニング
ピコトーニング　全顔　１回　トライアル,96000539.0,"""OwnExpense""",1,回,-,ピコトーニング
ピコトーニング　全顔　６回,96000541.0,"""OwnExpense""",1,回,-,ピコトーニング
ピコフラクショナル　全顔　１回,96000547.0,"""OwnExpense""",1,回,-,ピコフラクショナル
ピコフラクショナル　全顔　１回　トライアル,96000546.0,"""OwnExpense""",1,回,-,ピコフラクショナル
ピコレーザー　シミ取りショット　１０ｍｍ以下,96000087.0,"""OwnExpense""",1,回,-,ピコレーザーシミ
ピコレーザー　シミ取りショット　２０ｍｍ以下,96000088.0,"""OwnExpense""",1,回,-,ピコレーザーシミ
ピコレーザー　シミ取りショット　５ｍｍ以下,96000086.0,"""OwnExpense""",1,回,-,ピコレーザーシミ
ピドキサール錠１０ｍｇ,610463157.0,"""Medication""",3,錠,１日３回毎食後に,ピドキサール
ピドキサール錠２０ｍｇ,610463158.0,"""Medication""",3,錠,１日３回毎食後に,ピドキサール
ファムシクロビル錠２５０ｍｇ「ＹＤ」,622575101.0,"""Medication""",6,錠,１日３回毎食後に,ファムシクロビル
ファムビル錠２５０ｍｇ,620006802.0,"""Medication""",3,錠,１日３回毎食後に,ファムビル
ファモチジン錠１０ｍｇ「日新」,621474901.0,"""Medication""",2,錠,１日２回朝食後及び就寝前に,ファモチジン
ファモチジンＤ錠２０ｍｇ「サワイ」,620004036.0,"""Medication""",1,錠,１日１回朝食後に,ファモチジン
フィブラストスプレー２５０　２５０μｇ（溶解液付）,660451000.0,"""Medication""",1,瓶,１日１回医師の指示通りに,フィブラストスプレー
