order_name,order_code,yakkakjncd,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
モキシフロキサシン点眼液０．５％「日点」,622784801,1319753Q1037,"""Medication""",5.0,ｍＬ,１日左３回,モキシフロキサシン
ラタノプロスト点眼液０．００５％「ＴＯＡ」,621990501,1319739Q1070,"""Medication""",5.0,ｍＬ,１日右１回左１回,ラタノプロスト
ラタノプロスト点眼液０．００５％「ＴＳ」,621982402,1319739Q1088,"""Medication""",2.5,ｍＬ,１日右１回左１回,ラタノプロスト
ラタノプロストＰＦ点眼液０．００５％「日点」,621996301,1319739Q1258,"""Medication""",2.5,ｍＬ,１日右１回左１回,ラタノプロスト
ラニビズマブＢＳ硝子体内注射用キット１０　０．５ｍｇ０．０５ｍＬ,629916701,-,"""Injection""",1.0,筒,-,硝子体内注射用
リンデロン点眼・点耳・点鼻液０．１％,620006546,1315706Q2102,"""Medication""",5.0,ｍＬ,１日左３回,リンデロン
ルセンティス硝子体注キット１０ｍｇ／ｍＬ　０．５ｍｇ０．０５ｍＬ,622352001,-,"""Injection""",1.0,筒,-,ルセンティス
ルミガン点眼液０．０３％,621933101,1319757Q1027,"""Medication""",5.0,ｍＬ,１日右１回左１回,ルミガン
レバミピド懸濁性点眼液２％「参天」　５ｍＬ,622945301,-,"""Medication""",1.0,瓶,１日右４回左４回,懸濁性点眼液
レバミピド錠１００ｍｇ「サワイ」,620009465,2329021F1013,"""Medication""",3.0,錠,１日３回毎食後に,レバミピド
レフケラト検査,95930008,-,"""OwnExpense""",1.0,回,-,レフケラト
レーザー前房蛋白細胞数検査,160143050,-,"""Examination""",1.0,回,-,前房蛋白細胞数検査
ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」,620007150,1149019F1480,"""Medication""",1.0,錠,痛む時に,ロキソプロフェン
ロービジョン検査判断料,160199510,-,"""Examination""",1.0,回,-,ロービジョン
両眼視機能精密検査,160084210,-,"""Examination""",1.0,回,-,両眼視機能精密検査
中心フリッカー試験,160156210,-,"""Examination""",1.0,回,-,フリッカー
乳幼児加算（再診）,112000970,-,"""Diagnosis""",1.0,回,-,乳幼児加算
乳幼児加算（初診）,111000370,-,"""Diagnosis""",1.0,回,-,乳幼児加算
傷病手当金意見書交付料,180000710,-,"""Control""",1.0,回,-,傷病手当金意見書交付料
光学的眼軸長測定,160187310,-,"""Examination""",1.0,回,-,光学的眼軸長測定
兎眼矯正術,150078010,-,"""Surgery""",1.0,回,-,兎眼矯正術
再診料,112007410,-,"""Diagnosis""",1.0,回,-,再診料
初診料,111000110,-,"""Diagnosis""",1.0,回,-,初診料
前房隅角検査,160084710,-,"""Examination""",1.0,回,-,前房隅角検査
前眼部三次元画像解析,160213610,-,"""Examination""",1.0,回,-,前眼部三次元画像解析
創傷処置（１００ｃｍ２未満）,140000610,-,"""Treatment""",1.0,回,-,創傷処置
医療情報・システム基盤整備体制充実加算１（医学管理等）,113045070,-,"""Control""",1.0,回,-,基盤整備体制充実加算
医療情報・システム基盤整備体制充実加算２（初診）,111016070,-,"""Diagnosis""",1.0,回,-,基盤整備体制充実加算
医療情報・システム基盤整備体制充実加算２（医学管理等）,113045170,-,"""Control""",1.0,回,-,基盤整備体制充実加算
医療情報・システム基盤整備体制充実加算３（再診）（経過措置）,112026570,-,"""Diagnosis""",1.0,回,-,基盤整備体制充実加算
医療情報・システム基盤整備体制充実加算３（医学管理等・経過措置）,113045270,-,"""Control""",1.0,回,-,基盤整備体制充実加算
外来管理加算,112011010,-,"""Diagnosis""",1.0,回,-,外来管理加算
大塚生食注　２０ｍＬ,643310190,-,"""Treatment""",1.0,管,-,大塚生食注
屈折検査（薬剤使用前後）（１以外）,160213430,-,"""Examination""",1.0,回,-,屈折検査
屈折検査（１以外）,160208010,-,"""Examination""",1.0,回,-,屈折検査
屈折検査（６歳未満）,160207910,-,"""Examination""",1.0,回,-,屈折検査
後発変更不可,99209903,-,"""Medication""",1.0,-,１日右１回左１回,後発変更不可
後発白内障手術,150280650,-,"""Surgery""",1.0,回,-,後発白内障手術
明細書発行体制等加算,112015770,-,"""Diagnosis""",1.0,回,-,明細書発行体制等加算
時間外加算（初診）,111000570,-,"""Diagnosis""",1.0,回,-,時間外加算
末梢血液像（自動機械法）,160191510,-,"""Examination""",1.0,回,-,末梢血液像
梅毒トレポネーマ抗体定性,160040910,-,"""Examination""",1.0,回,-,トレポネーマ
水晶体再建術（眼内レンズを挿入）（その他）,150253010,-,"""Surgery""",1.0,回,-,水晶体再建術
涙嚢ブジー法,140018810,-,"""Treatment""",1.0,回,-,ブジー
涙点プラグ,730720000,-,"""Surgery""",1.0,個,-,プラグ
涙点プラグ挿入術、涙点閉鎖術,150284210,-,"""Surgery""",1.0,回,-,涙点閉鎖術
涙管通水・通色素検査,160085350,-,"""Examination""",1.0,回,-,通色素検査
液化亜酸化窒素（日本エア・リキード）,620001380,-,"""Anesthesia""",13.0,ｇ,-,液化亜酸化窒素
点眼・点鼻用リンデロンＡ液,620002624,1319813Q1049,"""Medication""",5.0,ｍＬ,１日右５回,リンデロン
特異的ＩｇＥ半定量・定量,160056110,-,"""Examination""",8.0,種類,-,ＩｇＥ
球後麻酔,150233110,-,"""Anesthesia""",1.0,回,-,球後麻酔
眼処置,140017610,-,"""Treatment""",1.0,回,-,眼処置
眼底カメラ撮影（デジタル撮影）,160203810,-,"""Examination""",1.0,回,-,カメラ
眼底三次元画像解析,160183310,-,"""Examination""",1.0,回,-,眼底三次元画像解析
眼球突出度測定,160083950,-,"""Examination""",1.0,回,-,眼球突出度測定
眼瞼下垂症手術（眼瞼挙筋前転法）,150078810,-,"""Surgery""",1.0,回,-,眼瞼下垂症手術
睫毛抜去（多数）,140018310,-,"""Treatment""",1.0,回,-,睫毛抜去
睫毛抜去（少数）,140017850,-,"""Treatment""",1.0,回,-,睫毛抜去
短期滞在手術等基本料１（イ以外）,190265510,-,"""OtherExpense""",1.0,回,-,短期滞在手術等基本料
矯正視力検査（眼鏡処方箋の交付）,160082810,-,"""Examination""",1.0,回,-,矯正視力検査
矯正視力検査（１以外）,160179110,-,"""Examination""",1.0,回,-,矯正視力検査
稗粒腫摘除（１０箇所未満）,140053410,-,"""Treatment""",1.0,回,-,稗粒腫摘除
精密眼圧,160082910,-,"""Examination""",1.0,回,-,精密眼圧
精密眼底検査（両）,160081130,-,"""Examination""",1.0,回,-,精密眼底検査
精密眼底検査（片）,160081010,-,"""Examination""",1.0,回,-,精密眼底検査
精密眼筋及び輻輳,160083810,-,"""Examination""",1.0,回,-,精密眼筋及
精製ヒアルロン酸ナトリウム０．３％５ｍＬ点眼液,622772000,1319720Y2012,"""Medication""",6.0,瓶,医師の指示通りに,ヒアルロン
結膜下異物除去術,150079510,-,"""Surgery""",1.0,回,-,結膜下異物除去術
結膜異物除去,140032610,-,"""Treatment""",1.0,回,-,結膜異物除去
結膜結石除去術（多数）,150079650,-,"""Surgery""",1.0,回,-,結膜結石除去術
結膜結石除去術（少数）,150079410,-,"""Surgery""",1.0,回,-,結膜結石除去術
網膜光凝固術（その他特殊）,150244210,-,"""Surgery""",1.0,回,-,網膜光凝固術
緑内障手術（流出路再建術）（眼内法）,150435810,-,"""Surgery""",1.0,回,-,緑内障手術
翼状片手術（弁の移植を要する）,150080210,-,"""Surgery""",1.0,回,-,翼状片手術
虹彩光凝固術,150088710,-,"""Surgery""",1.0,回,-,虹彩光凝固術
視力検査＋診察,95930007,-,"""OwnExpense""",1.0,回,-,視力検査
角膜・強膜異物除去術,150085410,-,"""Surgery""",1.0,回,-,強膜異物除去術
角膜内皮細胞顕微鏡検査,160148310,-,"""Examination""",1.0,回,-,角膜内皮細胞顕微鏡検査
角膜形状解析検査,160171210,-,"""Examination""",1.0,回,-,角膜形状解析検査
角膜曲率,160083150,-,"""Examination""",1.0,回,-,角膜曲率
診療情報提供料（１）,180016110,-,"""Control""",1.0,回,-,診療情報提供料
調節検査,160082610,-,"""Examination""",1.0,回,-,調節検査
負荷調節検査,160082730,-,"""Examination""",1.0,回,-,負荷調節検査
超音波検査（Ａモード法）,160072110,-,"""Examination""",1.0,回,-,超音波検査
酸素ボンベ・小型,739230000,-,"""Anesthesia""",42.0,Ｌ,-,ボンベ
開放点滴式全身麻酔,150233210,-,"""Anesthesia""",1.0,回,-,開放点滴式全身麻酔
院内トリアージ実施料,113013710,-,"""Control""",1.0,回,-,トリアージ
霰粒腫の穿刺,140018210,-,"""Treatment""",1.0,回,-,霰粒腫
霰粒腫摘出術,150078310,-,"""Surgery""",1.0,回,-,霰粒腫摘出術
静的量的視野検査（片）,160082210,-,"""Examination""",1.0,回,-,静的量的視野検査
鼻腔・咽頭拭い液採取,160208510,-,"""Examination""",1.0,回,-,咽頭拭
（両眼）,8205086,-,"""Medication""",1.0,-,１日３～４回　点眼,両眼
（右眼）,8205084,-,"""Medication""",-,-,１日１回　点眼,右眼
（左眼）,8205085,-,"""Medication""",1.0,-,医師の指示通りに,左眼
２以上の手術の５０％併施加算,150268970,-,"""Surgery""",1.0,回,-,併施加算
ＡＣＥ,160029410,-,"""Examination""",1.0,回,-,ＡＣＥ
ＡＬＴ,160022610,-,"""Examination""",1.0,回,-,ＡＬＴ
ＡＳＯ定性,160039910,-,"""Examination""",1.0,回,-,ＡＳＯ
ＡＳＴ,160022510,-,"""Examination""",1.0,回,-,ＡＳＴ
ＡＺ点眼液０．０２％　５ｍＬ,620008979,1319703Q2019,"""Medication""",3.0,瓶,医師の指示通りに,点眼液
Ｂ－Ｃ,160095810,-,"""Examination""",1.0,回,-,Ｂ－Ｃ
Ｂ－Ｖ,160095710,-,"""Examination""",1.0,回,-,Ｂ－Ｖ
ＢＩＬ／総,160017010,-,"""Examination""",1.0,回,-,ＢＩＬ
ＢＵＮ,160019010,-,"""Examination""",1.0,回,-,ＢＵＮ
ＣＲＰ定性,160054610,-,"""Examination""",1.0,回,-,ＣＲＰ
ＣｈＥ,160020210,-,"""Examination""",1.0,回,-,ＣｈＥ
Ｃｉａｒｅｏｎ　ＰａｎＯｐｔｉｘ　ＴＯＲＩＣ　Ｔｒｉｆｏｃａｌ,95005006,-,"""OwnExpense""",1.0,回,-,ＣｉａｒｅｏｎＰａｎＯｐｔｉｘＴＯＲＩＣＴｒｉｆｏｃａｌ
Ｃｉａｒｅｏｎ　ＰａｎＯｐｔｉｘ　Ｔｒｉｆｏｃａｌ,95005005,-,"""OwnExpense""",1.0,回,-,ＣｉａｒｅｏｎＰａｎＯｐｔｉｘＴｒｉｆｏｃａｌ
ＦＴ４,160033310,-,"""Examination""",1.0,回,-,ＦＴ４
ＨＢｓ抗原定性・半定量,160046810,-,"""Examination""",1.0,回,-,抗原定性
ＩＰＬ初回限定　１回,95005008,-,"""OwnExpense""",1.0,回,-,初回限定
ＩＰＬ１回のみ　,95005009,-,"""OwnExpense""",1.0,回,-,ＩＰＬ
ＩＰＬ４回セット,95005010,-,"""OwnExpense""",1.0,回,-,ＩＰＬ
ＰＡ・ヨード点眼・洗眼液　０．２％,620006489,-,"""Surgery""",10.0,ｍＬ,-,ヨード
ＰＡ・ヨード点眼・洗眼液　０．２％,620006489,-,"""Treatment""",0.8,ｍＬ,-,ヨード
ＲＦ定量,160195610,-,"""Examination""",1.0,回,-,ＲＦ定量
ＳＡＲＳ－ＣｏＶ－２抗原検出（定性）,160229850,-,"""Examination""",1.0,回,-,ＳＡＲＳ
ＴＰ,160017410,-,"""Examination""",1.0,回,-,ＴＰ
ＴＳＡｂ,160162550,-,"""Examination""",1.0,回,-,ＴＳＡｂ
ＴＳＨ,160031710,-,"""Examination""",1.0,回,-,ＴＳＨ
Ｔｃｈｏ,160022410,-,"""Examination""",1.0,回,-,Ｔｃｈｏ
