order_name,order_code,yakkakjncd,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
アテレック錠１０　１０ｍｇ,610407148.0,2149037F2039,"""Medication""",1,錠,１日１回朝食後に,アテレック
アデホスコーワ顆粒１０％,620003503.0,3992001D1059,"""Medication""",3,ｇ,１日３回毎食後に,アデホスコーワ
アトルバスタチン錠５ｍｇ「サワイ」,622098401.0,2189015F1015,"""Medication""",1,錠,１日１回朝食後に,アトルバスタチン
アトーゼット配合錠ＨＤ,622584201.0,2189101F2026,"""Medication""",1,錠,１日１回朝食後に,アトーゼット
アトーゼット配合錠ＬＤ,622584101.0,2189101F1020,"""Medication""",1,錠,１日１回朝食後に,アトーゼット
アドエア１００ディスカス２８吸入用　２８ブリスター,621781401.0,2290800G1032,"""Medication""",1,キット,★医師の指示通りにお使い下さい,ディスカス
アドエア１００ディスカス６０吸入用　６０ブリスター,621829501.0,2290800G4031,"""Medication""",1,キット,１回１吸入１日２回朝夕に,ディスカス
アドエア２５０ディスカス６０吸入用　６０ブリスター,621829601.0,2290800G5038,"""Medication""",1,キット,１回１吸入１日２回朝夕に,ディスカス
アナストロゾール１ｍｇ錠,622689100.0,4291010F1015,"""Medication""",1,錠,１日１回朝食後に,アナストロゾール
アフタゾロン口腔用軟膏０．１％,620006368.0,2399706M1087,"""Medication""",3,ｇ,１日２回お使い下さい。,アフタゾロン
アボルブカプセル０．５ｍｇ,621927601.0,2499011M1027,"""Medication""",1,カプセル,１日１回朝食後に,アボルブカプセル
アポハイドローション２０％,622930601.0,-,"""Medication""",4.32,ｇ,１日１回,アポハイドローション
アマリール１ｍｇ錠,610443002.0,3961008F1020,"""Medication""",1,錠,１日１回朝食後に,アマリール
アマルエット配合錠４番「サワイ」,622457201.0,2190104F1016,"""Medication""",1,錠,１日１回朝食後に,アマルエット
アミティーザカプセル２４μｇ,622182901.0,2359006M1025,"""Medication""",2,カプセル,１日２回朝夕食後に,アミティーザカプセル
アミラーゼアイソザイム,160026410.0,-,"""Examination""",1,回,-,アミラーゼアイソザイム
アムバロ配合錠「サンド」,622460101.0,2149114F1188,"""Medication""",1,錠,１日１回朝食後に,アムバロ
アムロジピン錠１０ｍｇ「あすか」,622184701.0,2171022F5130,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠１０ｍｇ「サワイ」,622219501.0,2171022F5180,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠２．５ｍｇ「あすか」,620007819.0,2171022F1010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「サワイ」,620007870.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠１０ｍｇ「サワイ」,622219601.0,2171022F6128,"""Medication""",1,錠,１日１回夕食後に,アムロジピン
アムロジピンＯＤ錠１０ｍｇ「武田テバ」,622284002.0,2171022F6284,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「あすか」,621958901.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「明治」,621931901.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「武田テバ」,621934403.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「ＣＨ」,622018501.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「ＪＧ」,621938601.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「ＹＤ」,621941301.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジン錠５ｍｇ,620005905.0,2171022F2041,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アムロジンＯＤ錠２．５ｍｇ,620003886.0,2171022F3021,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アムロジンＯＤ錠５ｍｇ,620003887.0,2171022F4028,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アメナリーフ錠２００ｍｇ,622573501.0,6250046F1028,"""Medication""",2,錠,１日１回朝食後に,アメナリーフ
アラセナ−Ａ軟膏３％,620008961.0,6250700M1189,"""Medication""",5,ｇ,１日３回,アラセナ
アラセプリル錠２５ｍｇ「サワイ」,620282601.0,2144003F2017,"""Medication""",2,錠,１日２回朝夕食後に,アラセプリル
アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,621911701.0,1329711Q1021,"""Medication""",1,キット,１日１回お使い下さい。,アラミスト
アリセプト錠５ｍｇ,610432043.0,1190012F2022,"""Medication""",1,錠,１日１回朝食後に,アリセプト
アリミデックス錠１ｍｇ,620003507.0,4291010F1031,"""Medication""",1,錠,１日１回朝食後に,アリミデックス
アルダクトンＡ錠２５ｍｇ,620004915.0,2133001F1522,"""Medication""",1,錠,１日１回朝食後に,アルダクトン
アルファカルシドールカプセル０．５μｇ「サワイ」,620676305.0,3112001M2018,"""Medication""",1,カプセル,１日１回朝食後に,アルファカルシドールカプセル
アルファカルシドールカプセル１μｇ「サワイ」,620676806.0,3112001M3014,"""Medication""",1,カプセル,１日１回朝食後に,アルファカルシドールカプセル
アルファロールカプセル０．５μｇ,613110002.0,3112001M2069,"""Medication""",1,カプセル,１日１回朝食後に,アルファロールカプセル
アルファロールカプセル１μｇ,613110003.0,3112001M3065,"""Medication""",1,カプセル,１日１回朝食後に,アルファロールカプセル
アルメタ軟膏　０．１％,662640683.0,2646727M1022,"""Medication""",5,ｇ,１日２回,アルメタ
アレグラ錠３０ｍｇ,620004412.0,4490023F2020,"""Medication""",2,錠,１日２回朝夕食後に,アレグラ
アレグラ錠６０ｍｇ,610443040.0,4490023F1024,"""Medication""",2,錠,１日２回朝夕食後に,アレグラ
アレジオンＬＸ点眼液０．１％,622695901.0,1319762Q2024,"""Medication""",10,ｍＬ,両目１日２回点眼,アレジオン
アレロック錠５　５ｍｇ,610443067.0,4490025F2020,"""Medication""",2,錠,１日２回朝夕食後に,アレロック
アレロック顆粒０．５％,622090301.0,4490025D1022,"""Medication""",1,ｇ,１日２回朝夕食後に,アレロック
アレロックＯＤ錠５　５ｍｇ,622014201.0,4490025F4022,"""Medication""",2,錠,１日２回朝食後及び就寝前に,アレロック
アロチノロール塩酸塩錠１０ｍｇ「トーワ」,620255408.0,2123014F2015,"""Medication""",2,錠,１日２回朝夕食後に,アロチノロール
アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,620255102.0,2123014F1094,"""Medication""",2,錠,１日２回朝夕食後に,アロチノロール
アロプリノール錠１００ｍｇ「トーワ」,620856213.0,3943001F1012,"""Medication""",1,錠,１日１回朝食後に,アロプリノール
アロプリノール１００ｍｇ錠,622310800.0,3943001F1012,"""Medication""",1,錠,１日１回朝食後に,アロプリノール
アローゼン顆粒,620491801.0,2359102X1072,"""Medication""",1,ｇ,１日１回就寝前に,アローゼン
アンカロン錠１００　１００ｍｇ,612120358.0,2129010F1022,"""Medication""",1,錠,１日１回朝食後に,アンカロン
アンテベートローション０．０５％,660463005.0,2646730Q1026,"""Medication""",20,ｇ,１日２回,アンテベートローション
アンテベート軟膏０．０５％,620008965.0,2646730M1059,"""Medication""",5,ｇ,１日２回,アンテベート
アンブロキソール塩酸塩錠１５ｍｇ「サワイ」,620004924.0,2239001F1017,"""Medication""",3,錠,１日３回毎食後に,アンブロキソール
アーチスト錠１０ｍｇ,612140702.0,2149032F1021,"""Medication""",1,錠,１日１回朝食後に,アーチスト
アーチスト錠２．５ｍｇ,610462040.0,2149032F4020,"""Medication""",1,錠,１日１回朝食後に,アーチスト
イオウ・カンフルローション「東豊」,620008410.0,2669700X1016,"""Medication""",500,ｍＬ,１日２回,カンフルローション
イグザレルト錠１５ｍｇ,622068401.0,3339003F2020,"""Medication""",1,錠,１日１回朝食後に,イグザレルト
イソジンガーグル液７％,620008969.0,2260701F1271,"""Medication""",30,ｍＬ,１日数回うがい,イソジンガーグル
イソジンゲル１０％,620007580.0,2612701Q2109,"""Medication""",8,ｇ,１日１回お使い下さい。,イソジンゲル
イソジン液１０％,620007579.0,2612701Q3318,"""Medication""",20,ｍＬ,１日１回お使い下さい。,イソジン
イトラコナゾール１００ｍｇ錠,622747500.0,6290004F2018,"""Medication""",1,錠,１日１回朝食後に,イトラコナゾール
イドメシンコーワクリーム１％,620007591.0,2649719N1092,"""Medication""",140,ｇ,１日２回お使い下さい。,イドメシンコーワクリーム
イナビル吸入粉末剤２０ｍｇ,622012101.0,6250703G1022,"""Medication""",2,キット,医師の指示通りに,吸入粉末剤
イニシンク配合錠,622517101.0,3969105F1023,"""Medication""",1,錠,１日１回朝食後に,イニシンク
イリボーＯＤ錠５μｇ,622267701.0,2399014F4025,"""Medication""",1,錠,１日１回朝食後に,イリボー
イルベサルタン錠１００ｍｇ「サワイ」,622587601.0,2149046F2100,"""Medication""",0.25,錠,１日１回朝食後に,イルベサルタン
インスリン　グラルギンＢＳ注ミリオペン「リリー」　３００単位,622411001.0,-,"""HomeCare""",1,キット,-,インスリングラルギン
インスリン　リスプロＢＳ注ソロスターＨＵ「サノフィ」　３００単位,629907501.0,-,"""HomeCare""",2,キット,-,インスリンリスプロ
インフルエンザ　　矢掛町子供　中学〜高校　年１回（¥２，５００）,95310006.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　企業・団体（¥３，８００）,95310013.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　企業請求,95310012.0,-,"""OwnExpense""",0,円,-,インフルエンザ
インフルエンザ　矢掛町子供　小学６年まで　１回目（¥２、５００）,95310004.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　矢掛町子供　小学６年まで　２回目,95310005.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　矢掛町子供　小学６年まで　２回目（¥１，３００）,95310005.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　１３歳未満　１回目（¥４、０００）,95310002.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　１３歳未満　２回目,95310003.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　１３歳未満　２回目（¥２、８００）,95310003.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　６５歳以上　井原市（¥１，０００）,95310008.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　６５歳以上　無料,95310011.0,-,"""OwnExpense""",0,円,-,インフルエンザ
インフルエンザ　６５歳以上　県内その他他域,95310010.0,-,"""OwnExpense""",0,円,-,インフルエンザ
インフルエンザ　６５歳以上　県内地域,95310010.0,-,"""OwnExpense""",0,円,-,インフルエンザ
インフルエンザ　６５歳以上　矢掛町（¥１，５００）,95310007.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ　６５歳以上　笠岡市（¥１，５００）,95310009.0,-,"""OwnExpense""",1,回,-,インフルエンザ
インフルエンザ一般（¥４，０００）,95310001.0,-,"""OwnExpense""",1,回,-,インフルエンザ
イーケプラ錠２５０ｍｇ,621997401.0,1139010F1024,"""Medication""",2,錠,１日２回朝夕食後に,イーケプラ
イーケプラ錠５００ｍｇ,621997501.0,1139010F2020,"""Medication""",2,錠,１日２回朝夕食後に,イーケプラ
ウブレチド錠５ｍｇ,620005925.0,1231014F1054,"""Medication""",1,錠,１日１回朝食後に,ウブレチド
ウラリット配合錠,620858001.0,3949101F1073,"""Medication""",2,錠,１日１回朝食後に,ウラリット
ウリアデック錠２０ｍｇ,622265801.0,3949004F1028,"""Medication""",2,錠,１日２回朝夕食後に,ウリアデック
ウリアデック錠４０ｍｇ,622265901.0,3949004F2024,"""Medication""",2,錠,１日２回朝夕食後に,ウリアデック
ウリトス錠０．１ｍｇ,620004866.0,2590013F1027,"""Medication""",1,錠,１日１回朝食後に,ウリトス
ウリトスＯＤ錠０．１ｍｇ,622042401.0,2590013F2023,"""Medication""",1,錠,１日１回就寝前に,ウリトス
ウルソデオキシコール酸錠１００ｍｇ「テバ」,620495301.0,2362001F2246,"""Medication""",1,錠,１日１回朝食後に,ウルソデオキシコール
ウルソデオキシコール酸錠１００ｍｇ「ＪＧ」,620495102.0,2362001F2190,"""Medication""",3,錠,１日３回毎食後に,ウルソデオキシコール
ウルソ錠１００ｍｇ,620001970.0,2362001F2149,"""Medication""",3,錠,１日３回毎食後に,ウルソ
ウルソ錠５０ｍｇ,620001969.0,2362001F1088,"""Medication""",2,錠,１日２回朝夕食後に,ウルソ
ウルティブロ吸入用カプセル,622287701.0,2259805G1027,"""Medication""",56,カプセル,１回１吸入１日１回,ウルティブロ
エキザルベ,662640043.0,2649852M1020,"""Medication""",10,ｇ,１日２回,エキザルベ
エクセラーゼ配合錠,620466201.0,2339114F1034,"""Medication""",3,錠,１日３回毎食後に,エクセラーゼ
エクメット配合錠ＨＤ,622450401.0,3969104F2025,"""Medication""",2,錠,１日２回朝夕食後に,エクメット
エクメット配合錠ＬＤ,622450301.0,3969104F1029,"""Medication""",2,錠,１日２回朝夕食後に,エクメット
エチゾラム錠０．５ｍｇ「ＥＭＥＣ」,610412026.0,1179025F1018,"""Medication""",1,錠,１日１回就寝前に,エチゾラム
エディロールカプセル０．７５μｇ,622042602.0,3112006M2029,"""Medication""",1,カプセル,１日１回朝食後に,エディロールカプセル
エナラプリルマレイン酸塩錠２．５ｍｇ「ケミファ」,622025404.0,2144002F1016,"""Medication""",1,錠,１日１回朝食後に,エナラプリルマレイン
エバステル錠１０ｍｇ,610409336.0,4490019F2024,"""Medication""",1,錠,１日１回夕食後に,エバステル
エバステルＯＤ錠１０ｍｇ,620002660.0,4490019F4027,"""Medication""",1,錠,１日１回就寝前に,エバステル
エパデールカプセル３００　３００ｍｇ,613390006.0,3399004M1026,"""Medication""",4,カプセル,１日２回朝夕食後に,エパデールカプセル
エパデールＳ９００　９００ｍｇ,620001924.0,3399004M4025,"""Medication""",2,包,１日２回朝夕食後に,エパデール
エビスタ錠６０ｍｇ,620001904.0,3999021F1023,"""Medication""",1,錠,１日１回朝食後に,エビスタ
エピデュオゲル,622510101.0,2699805Q1020,"""Medication""",15,ｇ,１日１回,エピデュオゲル
エピナスチン塩酸塩錠２０ｍｇ「サワイ」,621487101.0,4490014F2285,"""Medication""",1,錠,１日１回朝食後に,エピナスチン
エピペン注射液０．３ｍｇ,628704802.0,-,"""HomeCare""",1,筒,-,エピペン
エフィエント錠２．５ｍｇ,622452301.0,3399009F3022,"""Medication""",1,錠,１日１回朝食後に,エフィエント
エフィエント錠３．７５ｍｇ,622336601.0,3399009F1020,"""Medication""",1,錠,１日１回朝食後に,エフィエント
エフィエント錠５ｍｇ,622336701.0,3399009F2026,"""Medication""",0.5,錠,１日１回朝食後に,エフィエント
エブランチルカプセル１５ｍｇ,620005935.0,2149020N1031,"""Medication""",2,カプセル,１日２回朝夕食後に,エブランチルカプセル
エペリゾン塩酸塩錠５０ｍｇ「トーワ」,620193017.0,1249009F1015,"""Medication""",3,錠,１日３回毎食後に,エペリゾン
エラスチーム錠１８００　１，８００単位,620004459.0,2189001F1200,"""Medication""",2,錠,１日２回朝夕食後に,エラスチーム
エリキュース錠２．５ｍｇ,622224901.0,3339004F1029,"""Medication""",2,錠,１日２回朝夕食後に,エリキュース
エリキュース錠５ｍｇ,622225001.0,3339004F2025,"""Medication""",2,錠,１日２回朝夕食後に,エリキュース
エルデカルシトールカプセル０．７５μｇ「サワイ」,622811601.0,3112006M2037,"""Medication""",1,カプセル,１日１回朝食後に,エルデカルシトールカプセル
エルデカルシトールカプセル０．７５μｇ「日医工」,622788101.0,3112006M2045,"""Medication""",1,カプセル,１日１回朝食後に,エルデカルシトールカプセル
エンブレル皮下注５０ｍｇペン１．０ｍＬ　１ｍＬ,622242701.0,-,"""HomeCare""",4,キット,-,エンブレル
エンレスト錠１００ｍｇ,622821001.0,2190041F2023,"""Medication""",1,錠,１日１回朝食後に,エンレスト
エンレスト錠２００ｍｇ,622821101.0,2190041F3020,"""Medication""",1,錠,１日１回朝食後に,エンレスト
オイラックスＨクリーム,620004794.0,2649800N1029,"""Medication""",10,ｇ,１日２回お使い下さい。,オイラックス
オキサトミド３０ｍｇ錠,610461103.0,4490005F1018,"""Medication""",1,錠,１日１回朝食後に,オキサトミド
オキサロールローション２５μｇ／ｇ　０．００２５％,620005258.0,2691702Q1020,"""Medication""",50,ｇ,１日２～３回,オキサロールローション
オキサロール軟膏２５μｇ／ｇ　０．００２５％,620003846.0,2691702M1036,"""Medication""",20,ｇ,１日２～３回,オキサロール
オテズラ錠１０ｍｇ,622533801.0,3999042F1025,"""Medication""",1,錠,１日１回朝食後に,オテズラ
オテズラ錠２０ｍｇ,622533901.0,3999042F2021,"""Medication""",1,錠,１日１回夕食後に,オテズラ
オテズラ錠３０ｍｇ,622534001.0,3999042F3028,"""Medication""",2,錠,１日２回朝夕食後に,オテズラ
オパルモン錠５μｇ,620002509.0,3399003F1073,"""Medication""",3,錠,１日３回毎食後に,オパルモン
オメプラール錠２０　２０ｍｇ,610443071.0,2329022H1043,"""Medication""",1,錠,１日１回朝食後に,オメプラール
オルメサルタンＯＤ錠１０ｍｇ「ＤＳＥＰ」,622571201.0,2149044F5038,"""Medication""",1,錠,１日１回朝食後に,オルメサルタン
オルメテックＯＤ錠１０ｍｇ,622452801.0,2149044F5020,"""Medication""",1,錠,１日１回朝食後に,オルメテック
オルメテックＯＤ錠２０ｍｇ,622452901.0,2149044F6026,"""Medication""",1,錠,１日１回朝食後に,オルメテック
オルメテックＯＤ錠５ｍｇ,622540001.0,2149044F8029,"""Medication""",1,錠,１日１回朝食後に,オルメテック
オロパタジン塩酸塩５ｍｇ錠,622475900.0,4490025F2011,"""Medication""",2,錠,１日２回朝夕食後に,オロパタジン
オーグメンチン配合錠２５０ＲＳ　３７５ｍｇ,621116301.0,6139100F2044,"""Medication""",3,錠,１日３回毎食後に,オーグメンチン
カデュエット配合錠１番,621932701.0,2190101F1020,"""Medication""",1,錠,１日１回朝食後に,カデュエット
カデュエット配合錠４番,621933001.0,2190104F1024,"""Medication""",1,錠,１日１回朝食後に,カデュエット
カナリア配合錠,622573601.0,3969106F1028,"""Medication""",1,錠,１日１回朝食後に,カナリア
カムシア配合錠ＨＤ「あすか」,622467401.0,2149116F2035,"""Medication""",1,錠,１日１回朝食後に,カムシア
カムシア配合錠ＬＤ「あすか」,622467301.0,2149116F1039,"""Medication""",1,錠,１日１回朝食後に,カムシア
カリウム,160021410.0,-,"""Examination""",1,回,-,カリウム
カルシウム,160021510.0,-,"""Examination""",1,回,-,カルシウム
カルデナリン錠１ｍｇ,612140517.0,2149026F2022,"""Medication""",1,錠,１日１回朝食後に,カルデナリン
カルデナリン錠２ｍｇ,612140518.0,2149026F3029,"""Medication""",1,錠,１日１回朝食後に,カルデナリン
カルベジロール錠１０ｍｇ「サワイ」,621470101.0,2149032F1013,"""Medication""",1,錠,１日１回朝食後に,カルベジロール
カルベジロール錠２．５ｍｇ「サワイ」,622355601.0,2149032F4012,"""Medication""",1,錠,１日１回夕食後服用,カルベジロール
カロナール細粒２０％,620002022.0,1141007C1075,"""Medication""",0.5,ｇ,発熱時又は痛む時に,カロナール
カロナール錠２００　１０錠,95210001.0,-,"""OwnExpense""",1,回,-,カロナール
カロナール錠２００　２００ｍｇ,620002023.0,1141007F1012,"""Medication""",2,錠,発熱時又は痛む時に,カロナール
カロナール錠５００　５００ｍｇ,622381201.0,1141007F3023,"""Medication""",1,錠,発熱時又は痛む時に,カロナール
カンデサルタン錠４ｍｇ「トーワ」,622372101.0,2149040F2014,"""Medication""",1,錠,１日１回朝食後に,カンデサルタン
カンデサルタン錠４ｍｇ「ＪＧ」,622369701.0,2149040F2014,"""Medication""",1,錠,１日１回朝食後に,カンデサルタン
カンデサルタン錠８ｍｇ「あすか」,622358001.0,2149040F3037,"""Medication""",1,錠,１日１回朝食後に,カンデサルタン
カンデサルタン錠８ｍｇ「ＹＤ」,622367601.0,2149040F3010,"""Medication""",1,錠,１日１回朝食後に,カンデサルタン
ガスコン錠４０ｍｇ,612370013.0,2318001F1063,"""Medication""",3,錠,１日３回毎食後に,ガスコン
ガスターＤ錠１０ｍｇ,610444041.0,2325003F3035,"""Medication""",1,錠,１日１回朝食後に,ガスター
ガスターＤ錠２０ｍｇ,610444042.0,2325003F4031,"""Medication""",1,錠,１日１回朝食後に,ガスター
ガスモチン錠５ｍｇ,610421335.0,2399010F2024,"""Medication""",3,錠,１日３回毎食後に,ガスモチン
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,-,"""Surgery""",1,管,-,キシロカイン
キシロカイン注射液「０．５％」エピレナミン１：１００，０００含有,641210003.0,-,"""Examination""",1,ｍＬＶ,-,キシロカイン
キシロカイン注射液「０．５％」エピレナミン１：１００，０００含有,641210003.0,-,"""Surgery""",1,ｍＬＶ,-,キシロカイン
キシロカイン注射液０．５％,641210093.0,-,"""Injection""",0.5,ｍＬＶ,-,キシロカイン
キプレスチュアブル錠５ｍｇ,620006886.0,4490026F1044,"""Medication""",1,錠,１日１回就寝前に,キプレスチュアブル
キプレス錠１０ｍｇ,620006885.0,4490026F2040,"""Medication""",1,錠,１日１回就寝前に,キプレス
キャブピリン配合錠,622795301.0,3399103F1020,"""Medication""",1,錠,１日１回朝食後に,キャブピリン
クラビット点眼液１．５％,622061301.0,1319742Q2027,"""Medication""",5,ｍＬ,１日２～３回,クラビット
クラビット錠５００ｍｇ　（レボフロキサシンとして）,621925801.0,6241013F3027,"""Medication""",1,錠,１日１回昼食後に,クラビット
クラリシッド錠２００ｍｇ,616140102.0,6149003F2020,"""Medication""",2,錠,１日２回朝夕食後に,クラリシッド
クラリス錠２００　２００ｍｇ,616140105.0,6149003F2038,"""Medication""",2,錠,１日２回朝夕食後に,クラリス
クラリチンドライシロップ１％,620005886.0,4490027R1029,"""Medication""",0.5,ｇ,１日１回夕食後に,クラリチンドライシロップ
クラリチンレディタブ錠１０ｍｇ,620001925.0,4490027F2029,"""Medication""",1,錠,１日１回朝食後に,クラリチンレディタブ
クレアチニン,160019210.0,-,"""Examination""",1,回,-,クレアチニン
クレアチニン（尿）,160132150.0,-,"""Examination""",1,回,-,クレアチニン
クレストール錠２．５ｍｇ,620002477.0,2189017F1022,"""Medication""",1,錠,１日１回朝食後に,クレストール
クレストール錠５ｍｇ,620002478.0,2189017F2029,"""Medication""",1,錠,１日１回朝食後に,クレストール
クレストールＯＤ錠２．５ｍｇ,622441101.0,2189017F3025,"""Medication""",1,錠,１日１回朝食後に,クレストール
クレナフィン爪外用液１０％,622365201.0,6290702Q1029,"""Medication""",3.56,ｇ,１日１回お使い下さい。,クレナフィン
クロピドグレル錠５０ｍｇ「サワイ」,622430601.0,3399008F3052,"""Medication""",1,錠,１日１回朝食後に,クロピドグレル
クロピドグレル錠７５ｍｇ「サワイ」,622430701.0,3399008F2200,"""Medication""",1,錠,１日１回朝食後に,クロピドグレル
グラクティブ錠５０ｍｇ,621970701.0,3969010F2022,"""Medication""",1,錠,１日１回朝食後に,グラクティブ
グリクラジド錠２０ｍｇ「サワイ」,622169102.0,3961007F2090,"""Medication""",1,錠,１日１回朝食後に,グリクラジド
グリクラジド錠２０ｍｇ「ＮＰ」,620003947.0,3961007F2014,"""Medication""",1,錠,１日１回朝食後に,グリクラジド
グリセリン浣腸液５０％「ケンエー」　６０ｍＬ,620485302.0,-,"""Treatment""",1,個,-,グリセリン
グリミクロン錠４０ｍｇ,620002032.0,3961007F1115,"""Medication""",1,錠,１日１回朝食後に,グリミクロン
グリミクロンＨＡ錠２０ｍｇ,620002031.0,3961007F2022,"""Medication""",1,錠,１日１回朝食後に,グリミクロン
グルコース,160019410.0,-,"""Examination""",1,回,-,グルコース
グルファスト錠１０ｍｇ,620001908.0,3969008F2025,"""Medication""",3,錠,１日３回毎食前に,グルファスト
グルベス配合ＯＤ錠,622671001.0,3969102F2026,"""Medication""",3,錠,１日３回毎食直前に,グルベス
