order_name,order_code,yakkakjncd,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
イリボー錠５μｇ,620008436.0,2399014F2022,"""Medication""",1,錠,１日１回就寝前,イリボー
イルアミクス配合錠ＨＤ「サワイ」,622637601.0,2149118F2115,"""Medication""",1,錠,１日１回朝食後,イルアミクス
インスリン　グラルギンＢＳ注ミリオペン「リリー」　３００単位,622411001.0,-,"""HomeCare""",3,キット,-,インスリングラルギン
インフルエンザ予防接種,95000004.0,-,"""OwnExpense""",2970,円,-,インフルエンザ
インフルエンザ予防接種（一般）,96000003.0,-,"""OwnExpense""",2970,円,-,インフルエンザ
インフルエンザ予防接種（非課税）,95000004.0,-,"""OwnExpense""",1500,円,-,インフルエンザ
ウレパールクリーム１０％,620005255.0,2669701N1044,"""Medication""",20,ｇ,１日１回お使い下さい。,ウレパールクリーム
エクロックゲル５％,622835201.0,1259700Q1027,"""Medication""",40,ｇ,１日１回お使い下さい。,エクロックゲル
エナジア吸入用カプセル高用量,622820801.0,2290807G2022,"""Medication""",14,カプセル,１回１吸入１日１回,エナジア
エナラプリルマレイン酸塩錠５ｍｇ「フソー」,621244502.0,2144002F2012,"""Medication""",2,錠,１日２回朝夕食後,エナラプリルマレイン
エピナスチン塩酸塩錠２０ｍｇ「テバ」,621486202.0,4490014F2013,"""Medication""",1,錠,１日１回夕食後,エピナスチン
エピペン注射液０．３ｍｇ,628704802.0,-,"""HomeCare""",1,筒,-,エピペン
エンレスト錠２００ｍｇ,622821101.0,2190041F3020,"""Medication""",2,錠,１日２回朝夕食後,エンレスト
オキサロールローション２５μｇ／ｇ　０．００２５％,620005258.0,2691702Q1020,"""Medication""",40,ｇ,１日２回お使い下さい。,オキサロールローション
オフェブカプセル１００ｍｇ,622439201.0,3999039M1022,"""Medication""",2,カプセル,１日２回朝夕食後,オフェブカプセル
オフェブカプセル１５０ｍｇ,622439301.0,3999039M2029,"""Medication""",2,カプセル,１日２回朝夕食後,オフェブカプセル
オメガ−３脂肪酸エチル粒状カプセル２ｇ「武田テバ」,622908201.0,2189019M1055,"""Medication""",1,包,１日１回朝食後,カプセル
オメプラゾール錠１０ｍｇ「アメル」,620002694.0,2329022H2015,"""Medication""",1,錠,１日１回夕食後,オメプラゾール
オロパタジン点眼液０．１％「サンド」,622879001.0,1319752Q1067,"""Medication""",5,ｍＬ,医師の指示通り,オロパタジン
オースギ当帰芍薬散料エキスＴ錠,615101671.0,5200111F1026,"""Medication""",18,錠,１日３回毎食前,当帰芍薬散料
カナグル錠１００ｍｇ,622360601.0,3969022F1029,"""Medication""",1,錠,１日１回朝食後,カナグル
カナリア配合錠,622573601.0,3969106F1028,"""Medication""",1,錠,１日１回朝食後,カナリア
カフコデＮ配合錠,621498101.0,2229114F2039,"""Medication""",3,錠,１日３回毎食後,カフコデ
カリウム,160021410.0,-,"""Examination""",1,回,-,カリウム
カルボシステイン錠５００ｍｇ「ＮＩＧ」,621835503.0,2233002F2170,"""Medication""",3,錠,１日３回毎食後,カルボシステイン
カロナールシロップ２％,620002510.0,1141007Q1013,"""Medication""",12,ｍＬ,発熱時又は痛む時,カロナールシロップ
カロナール細粒２０％,620002022.0,1141007C1075,"""Medication""",0.5,ｇ,発熱時又は痛む時,カロナール
カロナール錠２００　２００ｍｇ,620002023.0,1141007F1012,"""Medication""",1,錠,発熱時又は痛む時,カロナール
カロナール錠５００　５００ｍｇ,622381201.0,1141007F3023,"""Medication""",1,錠,発熱時又は痛む時,カロナール
カンデサルタン錠１２ｍｇ「あすか」,622358101.0,2149040F4033,"""Medication""",1,錠,１日１回夕食後,カンデサルタン
カンデサルタン錠２ｍｇ「あすか」,622357801.0,2149040F1018,"""Medication""",1,錠,１日１回朝食後,カンデサルタン
カンデサルタン錠２ｍｇ「ＥＥ」,622398501.0,2149040F1018,"""Medication""",1,錠,１日１回朝食後,カンデサルタン
カンデサルタンＯＤ錠４ｍｇ「サワイ」,622390301.0,2149040F6010,"""Medication""",1,錠,１日１回朝食後,カンデサルタン
カンデサルタンＯＤ錠８ｍｇ「サワイ」,622390401.0,2149040F7016,"""Medication""",1,錠,１日１回朝食後,カンデサルタン
ガスコン錠４０ｍｇ,612370013.0,2318001F1063,"""Medication""",3,錠,１日３回毎食後,ガスコン
ガスター注射液２０ｍｇ　２ｍＬ,620002923.0,-,"""Injection""",1,管,-,ガスター
ガスターＤ錠２０ｍｇ,610444042.0,2325003F4031,"""Medication""",2,錠,１日２回朝夕食後,ガスター
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,-,"""Surgery""",1,管,-,キシロカイン
キプレスチュアブル錠５ｍｇ,620006886.0,4490026F1044,"""Medication""",1,錠,１日１回就寝前,キプレスチュアブル
クラシエ五苓散料エキス細粒,620005328.0,5200048C1075,"""Medication""",6,ｇ,１日２回朝夕食前,クラシエ
クラシエ五苓散料エキス錠,620005397.0,5200048F1063,"""Medication""",6,錠,１日１回朝食後,クラシエ
クラシエ人参養栄湯エキス細粒,620005342.0,5200117C1043,"""Medication""",7.5,ｇ,１日２回朝夕食前,人参養栄湯
クラシエ八味地黄丸料エキス細粒,620005343.0,5200121C1040,"""Medication""",6,ｇ,１日２回朝夕食前,八味地黄丸料
クラシエ六君子湯エキス細粒,620005350.0,5200141C1063,"""Medication""",6,ｇ,１日２回朝夕食前,クラシエ
クラシエ加味逍遙散料エキス細粒,620005320.0,5200017C1061,"""Medication""",6,ｇ,１日２回朝夕食前,加味逍遙散料
クラシエ半夏厚朴湯エキス錠,620005414.0,5200122F1067,"""Medication""",12,錠,１日３回毎食前,半夏厚朴湯
クラシエ半夏瀉心湯エキス細粒,620005415.0,5200123C1081,"""Medication""",6,ｇ,１日２回朝夕食前,半夏瀉心湯
クラシエ当帰芍薬散料エキス細粒,620005341.0,5200111C1089,"""Medication""",6,ｇ,１日２回朝夕食前,当帰芍薬散料
クラシエ抑肝散加陳皮半夏エキス細粒,620005424.0,5200140C1042,"""Medication""",2.5,ｇ,不眠時,抑肝散加陳皮半夏
クラシエ桂枝茯苓丸料エキス細粒,620005326.0,5200038C1080,"""Medication""",6,ｇ,１日２回朝夕食前,桂枝茯苓丸料
クラシエ芍薬甘草湯エキス細粒,620005333.0,5200067C1060,"""Medication""",6,ｇ,１日２回朝夕食前,芍薬甘草湯
クラシエ葛根湯エキス細粒,620005317.0,5200013C1080,"""Medication""",7.5,ｇ,１日２回朝夕食前,クラシエ
クラシエ葛根湯エキス錠Ｔ,620005391.0,5200013F1051,"""Medication""",18,錠,１日３回毎食前,クラシエ
クラシエ防風通聖散料エキス細粒,620005346.0,5200130C1065,"""Medication""",7.5,ｇ,１日２回朝夕食前,防風通聖散料
クラリスロマイシン錠２００ｍｇ「大正」,622909201.0,6149003F2283,"""Medication""",1,錠,１日１回朝食後,クラリスロマイシン
クラリスロマイシンＤＳ１０％小児用「サワイ」　１００ｍｇ,620003941.0,6149003R1011,"""Medication""",1.5,ｇ,１日２回朝夕食後,クラリスロマイシン
クラリス錠２００　２００ｍｇ,616140105.0,6149003F2038,"""Medication""",2,錠,１日２回朝夕食後,クラリス
クレアチニン,160019210.0,-,"""Examination""",1,回,-,クレアチニン
クレストール錠２．５ｍｇ,620002477.0,2189017F1022,"""Medication""",1,錠,１日１回夕食後,クレストール
クレストールＯＤ錠２．５ｍｇ,622441101.0,2189017F3025,"""Medication""",1,錠,１日１回朝食後,クレストール
クロベタゾールプロピオン酸エステル軟膏０．０５％「ＭＹＫ」,620615908.0,2646713M1012,"""Medication""",30,ｇ,１日２回お使い下さい。,クロベタゾールプロピオン
グリチロン配合錠,620845201.0,3919100F1150,"""Medication""",2,錠,-,グリチロン
グリベンクラミド錠２．５ｍｇ「トーワ」,620006890.0,3961003F2016,"""Medication""",2,錠,１日２回朝夕食後,グリベンクラミド
グリメピリド錠３ｍｇ「タナベ」,622018001.0,3961008F2019,"""Medication""",1,錠,１日１回朝食後,グリメピリド
グルコース,160019410.0,-,"""Examination""",1,回,-,グルコース
グルタチオン注射用２００ｍｇ「ＮＩＧ」,620851903.0,-,"""Injection""",4,管,-,グルタチオン
グロブリンクラス別ウイルス抗体価（風疹）,160046210.0,-,"""Examination""",1,回,-,グロブリンクラス
ゲンタシン軟膏０．１％　１ｍｇ,620008993.0,2634710M1077,"""Medication""",10,ｇ,１日１回お使い下さい。,ゲンタシン
ゲンタシン軟膏０．１％　１ｍｇ,620008993.0,-,"""Surgery""",3,ｇ,-,ゲンタシン
ゲンタシン軟膏０．１％　１ｍｇ,620008993.0,-,"""Treatment""",1,ｇ,-,ゲンタシン
コタロー麦門冬湯エキス細粒,615101242.0,5200119C1026,"""Medication""",7.5,ｇ,１日３回毎食前,コタロー
コルチゾール,160034010.0,-,"""Examination""",1,回,-,コルチゾール
コレクチム軟膏０．５％,622784201.0,2699714M1029,"""Medication""",10,ｇ,１日２回お使い下さい。,コレクチム
コンスタン０．４ｍｇ錠,611170499.0,1124023F1029,"""Medication""",3,錠,１日３回毎食後,コンスタン
コールタイジン点鼻液,620007639.0,1329800X1034,"""Medication""",30,ｍＬ,鼻に医師の指示通り,コールタイジン
サイレース錠２ｍｇ,611120088.0,1124008F2020,"""Medication""",1,錠,１日１回就寝前,サイレース
サインバルタカプセル２０ｍｇ,621978201.0,1179052M1022,"""Medication""",2,カプセル,１日１回夕食後,サインバルタカプセル
サレックス軟膏０．０５％,660453018.0,2646730M1016,"""Medication""",10,ｇ,医師の指示通り,サレックス
ザイザルシロップ０．０５％,622308201.0,4490028Q1028,"""Medication""",5,ｍＬ,１日２回朝食後及び就寝前,ザイザルシロップ
ザクラス配合錠ＨＤ,622341701.0,2149121F2028,"""Medication""",1,錠,１日１回朝食後,ザクラス
ザルティア錠５ｍｇ,622306501.0,2590016F2027,"""Medication""",1,錠,１日１回朝食後,ザルティア
シダキュアスギ花粉舌下錠２，０００ＪＡＵ,622626901.0,4490035F1027,"""Medication""",1,錠,１日１回朝食後,シダキュアスギ
シダキュアスギ花粉舌下錠５，０００ＪＡＵ,622627001.0,4490035F2023,"""Medication""",1,錠,１日１回朝食後,シダキュアスギ
シナール配合錠,620721301.0,3179115F2034,"""Medication""",3,錠,１日３回毎食後,シナール
シフラ,160159050.0,-,"""Examination""",1,回,-,シフラ
シムビコートタービュヘイラー６０吸入,621950801.0,2290801G2025,"""Medication""",3,キット,１回１吸入１日２回,シムビコートタービュヘイラー
ジアイナ配合カプセル,620718301.0,3179101M1132,"""Medication""",1,カプセル,１日１回朝食後,ジアイナ
ジクロフェナクＮａ錠２５ｍｇ「サワイ」,620079305.0,1147002F1013,"""Medication""",1,錠,発熱時又は痛む時,ジクロフェナク
ジスロマック錠２５０ｍｇ,610443026.0,6149004F1028,"""Medication""",2,錠,１日１回夕食後,ジスロマック
ジャヌビア錠５０ｍｇ,621951001.0,3969010F2030,"""Medication""",1,錠,１日１回朝食後,ジャヌビア
ジルムロ配合錠ＬＤ「サワイ」,622858801.0,2149121F1064,"""Medication""",1,錠,１日１回朝食後,ジルムロ
スイニー錠１００ｍｇ,622201701.0,3969016F1023,"""Medication""",2,錠,１日２回朝夕食後,スイニー
スギ花粉による季節性アレルギー性鼻炎であると判断した理由（ゾレ；,830600052.0,-,"""Injection""",-,-,-,アレルギー
スピオルトレスピマット６０吸入,622450201.0,2259807G2022,"""Medication""",2,キット,１回２吸入１日１回,スピオルトレスピマット
スルピリド錠５０ｍｇ「アメル」,620003080.0,2329009F1012,"""Medication""",2,錠,１日２回朝夕食後,スルピリド
セフカペンピボキシル塩酸塩錠１００ｍｇ「トーワ」,621947601.0,6132016F2011,"""Medication""",3,錠,１日３回毎食後,セフカペンピボキシル
セルタッチパップ１４０　２０ｃｍ×１４ｃｍ,620005744.0,2649731S3022,"""Medication""",63,枚,腰に,セルタッチパップ
セレコキシブ錠１００ｍｇ「アメル」,622808901.0,1149037F1011,"""Medication""",2,錠,１日２回朝夕食後,セレコキシブ
セレスタミン配合錠,620530701.0,2459100F1162,"""Medication""",3,錠,１日３回毎食後,セレスタミン
センノシド錠１２ｍｇ「杏林」,622697401.0,2354003F2014,"""Medication""",2,錠,便秘時,センノシド
ソラナックス０．４ｍｇ錠,611170508.0,1124023F1037,"""Medication""",3,錠,１日３回毎食後,ソラナックス
ソルデム３Ａ輸液　２００ｍＬ,620007343.0,-,"""Injection""",1,袋,-,ソルデム
ソルデム３Ａ輸液　５００ｍＬ,620007344.0,-,"""Injection""",1,袋,-,ソルデム
ゾコーバ錠１２５ｍｇ,628785801.0,6250052F1023,"""Medication""",1,錠,１日１回医師の指示通り,ゾコーバ
ゾフルーザ錠２０ｍｇ,622622601.0,6250047F2029,"""Medication""",2,錠,１日１回医師の指示通り,ゾフルーザ
ゾルピデム酒石酸塩錠５ｍｇ「ＮＰ」,622164601.0,1129009F1017,"""Medication""",1,錠,１日１回就寝前,ゾルピデム
ゾレア皮下注１５０ｍｇシリンジ　１ｍＬ,622680601.0,-,"""Injection""",1,筒,-,シリンジ
タケキャブ錠１０ｍｇ,622404401.0,2329030F1020,"""Medication""",1,錠,１日１回朝食後,タケキャブ
タチオン錠５０ｍｇ,613920057.0,3922001F1098,"""Medication""",2,錠,１日２回朝夕食後,タチオン
タリージェ錠２．５ｍｇ,622669701.0,1190026F1028,"""Medication""",2,錠,１日２回朝食後及び就寝前,タリージェ
タリージェ錠５ｍｇ,622669801.0,1190026F2024,"""Medication""",2,錠,１日２回朝夕食後,タリージェ
タリージェＯＤ錠５ｍｇ,622927301.0,-,"""Medication""",4,錠,１日２回朝夕食後,タリージェ
ダイアコートクリーム０．０５％,620624401.0,2646723N1151,"""Medication""",20,ｇ,１日１回お使い下さい。,ダイアコートクリーム
ダラシンＴゲル１％,660462005.0,2634713M1020,"""Medication""",20,ｇ,１日１回お使い下さい。,ダラシン
チラーヂンＳ錠１２．５μｇ,622169401.0,2431004F4012,"""Medication""",1,錠,１日１回朝食後,チラーヂン
チラーヂンＳ錠２５μｇ,620516002.0,2431004F2052,"""Medication""",1,錠,１日１回朝食後,チラーヂン
チラーヂンＳ錠５０μｇ,620515902.0,2431004F1056,"""Medication""",1,錠,１日１回昼食前,チラーヂン
ツムラ五苓散エキス顆粒（医療用）,615101428.0,5200048D1070,"""Medication""",7.5,ｇ,１日３回毎食前,ツムラ
ツムラ加味逍遙散エキス顆粒（医療用）,615101409.0,5200017D1083,"""Medication""",5,ｇ,１日２回朝夕食前,加味逍遙散
ツムラ大建中湯エキス顆粒（医療用）,615101469.0,5200092D1020,"""Medication""",15,ｇ,１日３回毎食前,大建中湯
ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）,615101430.0,5200050D1094,"""Medication""",2.5,ｇ,１日１回就寝前,柴胡加竜骨牡蛎湯
ツムラ桂枝茯苓丸加よく苡仁エキス顆粒（医療用）,615101752.0,5200039D1039,"""Medication""",7.5,ｇ,１日３回毎食直前,桂枝茯苓丸加
ツムラ桃核承気湯エキス顆粒（医療用）,615101480.0,5200106D1059,"""Medication""",7.5,ｇ,１日３回毎食前,桃核承気湯
ツムラ牛車腎気丸エキス顆粒（医療用）,615101414.0,5200025D1029,"""Medication""",7.5,ｇ,１日３回毎食前,牛車腎気丸
ツムラ芍薬甘草湯エキス顆粒（医療用）,615101446.0,5200067D1049,"""Medication""",5,ｇ,１日２回朝夕食前,芍薬甘草湯
ツムラ苓桂朮甘湯エキス顆粒（医療用）,615101516.0,5200145D1059,"""Medication""",7.5,ｇ,１日３回毎食前,苓桂朮甘湯
ツムラ葛根湯エキス顆粒（医療用）,615101406.0,5200013D1123,"""Medication""",7.5,ｇ,１日３回毎食前,ツムラ
ツムラ補中益気湯エキス顆粒（医療用）,615101503.0,5200131D1065,"""Medication""",7.5,ｇ,１日３回毎食直前,補中益気湯
ツムラ酸棗仁湯エキス顆粒（医療用）,615101437.0,5200056D1032,"""Medication""",2.5,ｇ,１日１回就寝前,酸棗仁湯
ツムラ麦門冬湯エキス顆粒（医療用）,615101492.0,5200119D1030,"""Medication""",9,ｇ,１日３回毎食前,麦門冬湯
ツムラ麻黄附子細辛湯エキス顆粒（医療用）,615101755.0,5200133D1021,"""Medication""",7.5,ｇ,１日３回毎食直前,麻黄附子細辛湯
テオフィリン徐放Ｕ錠２００ｍｇ「トーワ」,621268701.0,2251001G1017,"""Medication""",1,錠,１日１回就寝前,テオフィリン
テネリアＯＤ錠２０ｍｇ,622861201.0,3969015F3021,"""Medication""",1,錠,１日１回朝食後,テネリア
テラムロ配合錠ＡＰ「トーワ」,622543301.0,2149117F1076,"""Medication""",1,錠,１日１回朝食後,テラムロ
テリルジー２００エリプタ３０吸入用,622840301.0,2290804G4021,"""Medication""",1,キット,１回１吸入１日１回,テリルジー
テルミサルタン錠４０ｍｇ「フェルゼン」,622639701.0,2149042F2013,"""Medication""",1,錠,１日１回朝食後,テルミサルタン
ディフェリンゲル０．１％,620008449.0,2699711Q1027,"""Medication""",15,ｇ,１日１回お使い下さい。,ディフェリンゲル
デエビゴ錠２．５ｍｇ,622703101.0,1190027F1022,"""Medication""",1,錠,１日１回就寝前,デエビゴ
デエビゴ錠５ｍｇ,622703201.0,1190027F2029,"""Medication""",1,錠,１日１回就寝前,デエビゴ
デキサメタゾン口腔用軟膏０．１％「ＮＫ」,620508601.0,2399706M1125,"""Medication""",5,ｇ,口唇に,デキサメタゾン
デキサート注射液３．３ｍｇ　１ｍＬ,620525401.0,-,"""Injection""",2,管,-,デキサート
デザレックス錠５ｍｇ,622514901.0,4490032F1023,"""Medication""",1,錠,１日１回朝食後,デザレックス
デパス錠０．５ｍｇ,611170513.0,1179025F1026,"""Medication""",1,錠,不眠時,デパス
デプロメール錠２５　２５ｍｇ,610432006.0,1179039F1028,"""Medication""",2,錠,１日２回朝夕食後,デプロメール
デュアック配合ゲル,622415601.0,2699803Q1020,"""Medication""",10,ｇ,１日１回お使い下さい。,デュアック
デュピクセント皮下注３００ｍｇペン　２ｍＬ,629911101.0,-,"""HomeCare""",6,キット,-,デュピクセント
デルモベートクリーム０．０５％,620005273.0,2646713N1123,"""Medication""",10,ｇ,１日１回お使い下さい。,デルモベートクリーム
トプシムローション０．０５％,620007700.0,2646708Q1030,"""Medication""",40,ｇ,１日２回お使い下さい。,トプシムローション
トラネキサム酸錠２５０ｍｇ「日医工」,622674901.0,3327002F1010,"""Medication""",3,錠,１日３回毎食後,トラネキサム
トラベルミン配合錠,620236101.0,1339100F1038,"""Medication""",1,錠,嘔気時,トラベルミン
トランサミン錠２５０ｍｇ,610463120.0,3327002F1142,"""Medication""",1,錠,１日１回朝食後,トランサミン
トリアゾラム錠０．２５ｍｇ「テバ」,620037802.0,1124007F2018,"""Medication""",1,錠,１日１回就寝前,トリアゾラム
トリアゾラム錠０．２５ｍｇ「日医工」,620038001.0,1124007F2018,"""Medication""",2,錠,１日１回就寝前,トリアゾラム
ドキサゾシン錠２ｍｇ「テバ」,621622801.0,2149026F3010,"""Medication""",1,錠,１日１回夕食後,ドキサゾシン
ドボネックス軟膏５０μｇ／ｇ　０．００５％,621297701.0,2691701M1031,"""Medication""",10,ｇ,１日２回お使い下さい。,ドボネックス
ドロエチ配合錠「あすか」,622915701.0,2482011F1039,"""Medication""",1,錠,１日１回夕食後,ドロエチ
ナトリウム及びクロール,160021110.0,-,"""Examination""",1,回,-,ナトリウム
ニトロペン舌下錠０．３ｍｇ,620004541.0,2171018K1039,"""Medication""",1,錠,発作時,ニトロペン
ニフェジピンＣＲ錠４０ｍｇ「トーワ」,621685201.0,2171014G5017,"""Medication""",1,錠,１日１回朝食後,ニフェジピン
ニフェジピンＬ錠１０ｍｇ「三和」,620319101.0,2171014G1011,"""Medication""",2,錠,１日２回朝夕食後,ニフェジピン
ニューロタン錠５０ｍｇ,620009127.0,2149039F2038,"""Medication""",1,錠,１日１回朝食後,ニューロタン
ネオメドロールＥＥ軟膏,661310099.0,1319807M1025,"""Medication""",3,ｇ,１日１回お使い下さい。,ネオメドロール
ネキシウムカプセル１０ｍｇ,622080701.0,2329029M1027,"""Medication""",1,カプセル,１日１回朝食後,ネキシウムカプセル
ノルバスク錠５ｍｇ,612170710.0,2171022F2025,"""Medication""",1,錠,１日１回朝食後,ノルバスク
ハイチオール錠８０　８０ｍｇ,613910185.0,3999006F2033,"""Medication""",3,錠,１日３回毎食後,ハイチオール
ハルシオン０．２５ｍｇ錠,611120055.0,1124007F2026,"""Medication""",1,錠,１日１回就寝前,ハルシオン
バイアスピリン錠１００ｍｇ,610443053.0,3399007H1013,"""Medication""",1,錠,１日１回朝食後,バイアスピリン
バルサルタン錠４０ｍｇ「ＢＭＤ」,622333702.0,2149041F2019,"""Medication""",1,錠,１日１回朝食後,バルサルタン
パリエット錠１０ｍｇ,610412202.0,2329028F1023,"""Medication""",1,錠,１日１回朝食後,パリエット
パルミコート１００μｇタービュヘイラー１１２吸入　１１．２ｍｇ,620005290.0,2290701G1039,"""Medication""",1,瓶,１回１吸入１日２回,タービュヘイラー
パルモディア錠０．１ｍｇ,622573101.0,2183007F1025,"""Medication""",2,錠,１日２回朝夕食後,パルモディア
ヒルドイドソフト軟膏０．３％,620009048.0,3339950M1137,"""Medication""",50,ｇ,スキンケア用として,ヒルドイドソフト
ヒルドイドフォーム０．３％,622644001.0,3339950R1177,"""Medication""",200,ｇ,１日１回お使い下さい。,ヒルドイドフォーム
