order_name,order_code,yakkakjncd,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
アマルエット配合錠３番「ＥＥ」,622462901.0,2190103F1011,"""Medication""",1,錠,１日１回朝食後に,アマルエット
アマルエット配合錠４番「サワイ」,622457201.0,2190104F1016,"""Medication""",1,錠,１日１回朝食後に,アマルエット
アミオダロン塩酸塩速崩錠１００ｍｇ「ＴＥ」,621990801.0,2129010F1014,"""Medication""",0.5,錠,１日２回朝夕食後に,アミオダロン
アミオダロン塩酸塩速崩錠５０ｍｇ「ＴＥ」,621990701.0,2129010F3017,"""Medication""",1,錠,１日１回朝食後に,アミオダロン
アミティーザカプセル２４μｇ,622182901.0,2359006M1025,"""Medication""",1,カプセル,１日２回朝夕食後に,アミティーザカプセル
アムバロ配合錠「サワイ」,622457301.0,2149114F1170,"""Medication""",1,錠,１日１回朝食後に,アムバロ
アムバロ配合錠「日医工」,622465201.0,2149114F1013,"""Medication""",1,錠,１日１回朝食後に,アムバロ
アムバロ配合錠「ＦＦＰ」,622455101.0,2149114F1056,"""Medication""",1,錠,１日１回朝食後に,アムバロ
アムロジピンベシル酸塩・アトルバスタチンカルシウム３番錠,622893000.0,2190103F1011,"""Medication""",1,錠,１日１回朝食後に,アトルバスタチンカルシウム
アムロジピンベシル酸塩１０ｍｇ口腔内崩壊錠,622892300.0,2171022F6012,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピンベシル酸塩１０ｍｇ錠,622309800.0,2171022F5016,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピンベシル酸塩２．５ｍｇ口腔内崩壊錠,622892200.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピンベシル酸塩２．５ｍｇ錠,622309600.0,2171022F1010,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピンベシル酸塩５ｍｇ口腔内崩壊錠,622689200.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピンベシル酸塩５ｍｇ錠,622309700.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
アムロジピン錠２．５ｍｇ「サワイ」,620007836.0,2171022F1010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠２．５ｍｇ「明治」,620007851.0,2171022F1010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠２．５ｍｇ「ＹＤ」,620007852.0,2171022F1010,"""Medication""",0.5,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「サワイ」,620007870.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「トーワ」,620007880.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「日医工」,620007881.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「明治」,620007885.0,2171022F2017,"""Medication""",1,錠,１日１回夕食後に,アムロジピン
アムロジピン錠５ｍｇ「杏林」,621853203.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピン錠５ｍｇ「ＹＤ」,620007886.0,2171022F2017,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠１０ｍｇ「サワイ」,622219601.0,2171022F6128,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠１０ｍｇ「サンド」,622215001.0,2171022F6136,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠１０ｍｇ「トーワ」,622143101.0,2171022F6047,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「サワイ」,621959001.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「トーワ」,620007817.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠２．５ｍｇ「ＮＳ」,621937301.0,2171022F3013,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「あすか」,621959401.0,2171022F4010,"""Medication""",1,錠,１日１回夕食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「サワイ」,621959501.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「トーワ」,620007818.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「明治」,621932001.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「杏林」,621954703.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジピンＯＤ錠５ｍｇ「ＮＳ」,621937401.0,2171022F4010,"""Medication""",1,錠,１日１回朝食後に,アムロジピン
アムロジン錠２．５ｍｇ,620005904.0,2171022F1045,"""Medication""",1,錠,１日１回夕食後に,アムロジン
アムロジン錠５ｍｇ,620005905.0,2171022F2041,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アムロジンＯＤ錠１０ｍｇ,621991201.0,2171022F6020,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アムロジンＯＤ錠２．５ｍｇ,620003886.0,2171022F3021,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アムロジンＯＤ錠５ｍｇ,620003887.0,2171022F4028,"""Medication""",1,錠,１日１回朝食後に,アムロジン
アメナリーフ錠２００ｍｇ,622573501.0,6250046F1028,"""Medication""",2,錠,１日１回夕食後に,アメナリーフ
アモバン錠７．５　７．５ｍｇ,611120111.0,1129007F1026,"""Medication""",1,錠,不眠時に,アモバン
アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,621911701.0,1329711Q1021,"""Medication""",1,キット,★医師の指示通りにお使い下さい,アラミスト
アリセプトＤ錠１０ｍｇ,620005909.0,1190012F6028,"""Medication""",1,錠,１日１回朝食後に,アリセプト
アリセプトＤ錠３ｍｇ,620001922.0,1190012F3029,"""Medication""",1,錠,１日１回昼食後に,アリセプト
アリセプトＤ錠５ｍｇ,620001923.0,1190012F4025,"""Medication""",1,錠,１日１回朝食後に,アリセプト
アリチア配合錠,620718601.0,3179102F1030,"""Medication""",1,錠,１日２回朝夕食後に,アリチア
アルサルミン細粒９０％,620006833.0,2329008C1097,"""Medication""",0.3,ｇ,１日３回毎食後に,アルサルミン
アルジオキサ錠１００ｍｇ「トーワ」,620434601.0,2329002F2017,"""Medication""",1,錠,１日１回朝食後に,アルジオキサ
アルダクトンＡ細粒１０％,620004914.0,2133001C1097,"""Medication""",0.125,ｇ,１日１回朝食後に,アルダクトン
アルダクトンＡ錠２５ｍｇ,620004915.0,2133001F1522,"""Medication""",1,錠,１日１回朝食後に,アルダクトン
アルダクトンＡ錠５０ｍｇ,612130039.0,2133001F2057,"""Medication""",1,錠,１日１回朝食後に,アルダクトン
アルファカルシドールカプセル０．５μｇ「サワイ」,620676305.0,3112001M2018,"""Medication""",1,カプセル,１日１回朝食後に,アルファカルシドールカプセル
アルファカルシドールカプセル１μｇ「サワイ」,620676806.0,3112001M3014,"""Medication""",1,カプセル,１日１回朝食後に,アルファカルシドールカプセル
アルファカルシドール錠０．５μｇ「アメル」,620675601.0,3112001F2019,"""Medication""",1,錠,１日１回朝食後に,アルファカルシドール
アルファカルシドール１μｇカプセル,610461013.0,3112001M3014,"""Medication""",1,カプセル,１日１回朝食後に,アルファカルシドール
アルファロールカプセル０．２５μｇ,613110001.0,3112001M1046,"""Medication""",1,カプセル,１日１回朝食後に,アルファロールカプセル
アルファロール内用液０．５μｇ／ｍＬ,620003509.0,3112001S1045,"""Medication""",1,ｍＬ,１日１回朝食後に,アルファロール
アルブミン定量（尿）,160004810.0,-,"""Examination""",1,回,-,アルブミン
アルプラゾラム０．４ｍｇ錠,622707200.0,1124023F1010,"""Medication""",1,錠,１日２回朝夕食後に,アルプラゾラム
アルメタ軟膏　０．１％,662640683.0,2646727M1022,"""Medication""",10,ｇ,医師の指示通りに,アルメタ
アレグラ錠６０ｍｇ,610443040.0,4490023F1024,"""Medication""",1,錠,１日２回朝夕食後に,アレグラ
アレサガテープ４ｍｇ,622607101.0,4490700S1029,"""Medication""",60,枚,医師の指示通りに,アレサガテープ
アレジオン点眼液０．０５％,622279001.0,1319762Q1028,"""Medication""",10,ｍＬ,１日右４回左４回,アレジオン
アレジオン錠２０　２０ｍｇ,614490030.0,4490014F2021,"""Medication""",1,錠,１日１回就寝前に,アレジオン
アレジオンＬＸ点眼液０．１％,622695901.0,1319762Q2024,"""Medication""",5,ｍＬ,１日右２回左２回,アレジオン
アレロック錠５　５ｍｇ,610443067.0,4490025F2020,"""Medication""",1,錠,１日２回朝夕食後に,アレロック
アレロックＯＤ錠２．５　２．５ｍｇ,622014101.0,4490025F3026,"""Medication""",1,錠,１日２回朝夕食後に,アレロック
アレロックＯＤ錠５　５ｍｇ,622014201.0,4490025F4022,"""Medication""",1,錠,１日２回朝夕食後に,アレロック
アロチノロール塩酸塩錠１０ｍｇ「ＤＳＰ」,620255302.0,2123014F2201,"""Medication""",1,錠,１日１回朝食後に,アロチノロール
アロチノロール塩酸塩錠５ｍｇ「サワイ」,622052102.0,2123014F1019,"""Medication""",1,錠,１日１回朝食後に,アロチノロール
アロチノロール塩酸塩錠５ｍｇ「ＤＳＰ」,620255102.0,2123014F1094,"""Medication""",1,錠,１日１回朝食後に,アロチノロール
アロチノロール塩酸塩５ｍｇ錠,622719000.0,2123014F1019,"""Medication""",1,錠,１日１回朝食後に,アロチノロール
アロフト錠２０ｍｇ,620004920.0,1249008F1215,"""Medication""",1,錠,１日３回毎食後に,アロフト
アロプリノール錠１００ｍｇ「サワイ」,620856206.0,3943001F1012,"""Medication""",1,錠,１日１回朝食後に,アロプリノール
アロプリノール錠１００ｍｇ「トーワ」,620856213.0,3943001F1012,"""Medication""",1,錠,１日１回夕食後に,アロプリノール
アロプリノール錠１００ｍｇ「杏林」,620856241.0,3943001F1012,"""Medication""",1,錠,１日２回朝夕食後に,アロプリノール
アロプリノール１００ｍｇ錠,622310800.0,3943001F1012,"""Medication""",1,錠,１日１回朝食後に,アロプリノール
アローゼン顆粒,620491801.0,2359102X1072,"""Medication""",1.0,ｇ,便秘時に,アローゼン
アンブロキソール塩酸塩４５ｍｇ徐放性口腔内崩壊錠,622730000.0,2239001G1012,"""Medication""",1,錠,１日１回夕食後に,徐放性口腔内崩壊錠
アンプラーグ錠１００ｍｇ,613390027.0,3399006F2022,"""Medication""",1,錠,１日３回毎食後に,アンプラーグ
アーチスト錠１．２５ｍｇ,610462039.0,2149032F3024,"""Medication""",1,錠,１日１回朝食後に,アーチスト
アーチスト錠１０ｍｇ,612140702.0,2149032F1021,"""Medication""",1,錠,１日１回朝食後に,アーチスト
アーチスト錠２．５ｍｇ,610462040.0,2149032F4020,"""Medication""",2,錠,１日１回朝食後に,アーチスト
イクセロンパッチ１８ｍｇ,622082401.0,1190700S4028,"""Medication""",60,枚,★医師の指示通りにお使い下さい,イクセロンパッチ
イグザレルト錠１０ｍｇ,622068301.0,3339003F1024,"""Medication""",1,錠,１日１回昼食後に,イグザレルト
イグザレルト錠１５ｍｇ,622068401.0,3339003F2020,"""Medication""",1,錠,１日１回朝食後に,イグザレルト
イグザレルトＯＤ錠１０ｍｇ,622829001.0,3339003F3027,"""Medication""",1,錠,１日１回朝食後に,イグザレルト
イグザレルトＯＤ錠１５ｍｇ,622829101.0,3339003F4023,"""Medication""",1,錠,１日１回朝食後に,イグザレルト
イコサペント酸エチル粒状カプセル６００ｍｇ「サワイ」,620007891.0,3399004M3010,"""Medication""",1,包,１日１回朝食後に,イコサペント
イコサペント酸エチル粒状カプセル９００ｍｇ「サワイ」,620007895.0,3399004M4017,"""Medication""",1,包,１日２回朝夕食後に,イコサペント
イコサペント酸エチル９００ｍｇ粒状カプセル,622739100.0,3399004M4017,"""Medication""",1,包,１日２回朝夕食後に,イコサペント
イソジンガーグル液７％,620008969.0,2260701F1271,"""Medication""",30,ｍＬ,医師の指示通りに,イソジンガーグル
イドメシンコーワゾル１％,620007593.0,2649719Q1030,"""Medication""",180,ｇ,医師の指示通りに,イドメシンコーワゾル
イナビル吸入粉末剤２０ｍｇ,622012101.0,6250703G1022,"""Medication""",2,キット,医師の指示通りに,吸入粉末剤
イニシンク配合錠,622517101.0,3969105F1023,"""Medication""",1,錠,１日１回朝食後に,イニシンク
イフェンプロジル酒石酸塩錠１０ｍｇ「あすか」,620351601.0,2190005F1012,"""Medication""",1,錠,１日３回毎食後に,イフェンプロジル
イミダフェナシンＯＤ錠０．１ｍｇ「ＪＧ」,622804801.0,2590013F2040,"""Medication""",1,錠,１日２回朝夕食後に,イミダフェナシン
イミダプリル塩酸塩錠２．５ｍｇ「サワイ」,620008454.0,2144008F1013,"""Medication""",1,錠,１日１回朝食後に,イミダプリル
イミダプリル塩酸塩錠５ｍｇ「サワイ」,620008461.0,2144008F2010,"""Medication""",1,錠,１日１回朝食後に,イミダプリル
イリボー錠２．５μｇ,620008435.0,2399014F1026,"""Medication""",1,錠,１日１回朝食後に,イリボー
イリボーＯＤ錠２．５μｇ,622267601.0,2399014F3029,"""Medication""",1,錠,１日１回朝食後に,イリボー
イルアミクス配合錠ＨＤ「トーワ」,622627501.0,2149118F2158,"""Medication""",1,錠,１日１回朝食後に,イルアミクス
イルアミクス配合錠ＨＤ「ＤＳＰＢ」,622626801.0,2149118F2034,"""Medication""",1,錠,１日１回朝食後に,イルアミクス
イルアミクス配合錠ＬＤ「サワイ」,622637501.0,2149118F1119,"""Medication""",1,錠,１日１回朝食後に,イルアミクス
イルアミクス配合錠ＬＤ「ＤＳＰＢ」,622626701.0,2149118F1038,"""Medication""",1,錠,１日１回朝食後に,イルアミクス
イルソグラジンマレイン酸塩４ｍｇ錠,622735100.0,2329020F2015,"""Medication""",1,錠,１日１回朝食後に,イルソグラジンマレイン
イルベサルタン・アムロジピンベシル酸塩ＬＤ錠,622689300.0,2149118F1011,"""Medication""",1,錠,１日１回朝食後に,アムロジピンベシル
イルベサルタン錠１００ｍｇ「ＤＳＰＢ」,622586901.0,2149046F2046,"""Medication""",1,錠,１日１回朝食後に,イルベサルタン
イルベサルタン錠５０ｍｇ「オーハラ」,622594101.0,2149046F1015,"""Medication""",1,錠,１日１回朝食後に,イルベサルタン
イルベサルタン錠５０ｍｇ「ＤＳＰＢ」,622586801.0,2149046F1040,"""Medication""",1,錠,１日１回朝食後に,イルベサルタン
イルベサルタン１００ｍｇ錠,622689500.0,2149046F2011,"""Medication""",1,錠,１日１回朝食後に,イルベサルタン
イルベサルタン５０ｍｇ錠,622725700.0,2149046F1015,"""Medication""",1,錠,１日１回朝食後に,イルベサルタン
イルベタン錠１００ｍｇ,620006797.0,2149046F2038,"""Medication""",1,錠,１日１回朝食後に,イルベタン
イルベタン錠５０ｍｇ,620006796.0,2149046F1031,"""Medication""",0.5,錠,１日１回朝食後に,イルベタン
インクレミンシロップ５％,620005924.0,3222012Q1030,"""Medication""",5,ｍＬ,１日１回朝食後に,インクレミンシロップ
インスリン　グラルギンＢＳ注カート「リリー」　３００単位,622410901.0,-,"""HomeCare""",4,筒,-,インスリングラルギン
インスリン　グラルギンＢＳ注キット「ＦＦＰ」　３００単位,622484801.0,-,"""HomeCare""",1,キット,-,インスリングラルギン
インスリン　グラルギンＢＳ注ミリオペン「リリー」　３００単位,622411001.0,-,"""HomeCare""",1,キット,-,インスリングラルギン
インタール吸入液１％　２ｍＬ,620410401.0,2259701G1063,"""Medication""",14,管,医師の指示通りに,インタール
インデラル錠１０ｍｇ,612120016.0,2123008F1048,"""Medication""",1,錠,１日１回朝食後に,インデラル
インフルエンザウイルス抗原定性,160169450.0,-,"""Examination""",1,回,-,インフルエンザウイルス
イーケプラ錠２５０ｍｇ,621997401.0,1139010F1024,"""Medication""",1,錠,１日２回朝夕食後に,イーケプラ
ウブレチド錠５ｍｇ,620005925.0,1231014F1054,"""Medication""",1,錠,１日２回朝夕食後に,ウブレチド
ウラリット配合錠,620858001.0,3949101F1073,"""Medication""",2,錠,１日２回朝夕食後に,ウラリット
ウリアデック錠４０ｍｇ,622265901.0,3949004F2024,"""Medication""",1,錠,１日２回朝夕食後に,ウリアデック
ウリトスＯＤ錠０．１ｍｇ,622042401.0,2590013F2023,"""Medication""",1,錠,１日２回朝夕食後に,ウリトス
ウルソデオキシコール酸錠１００ｍｇ「サワイ」,620495201.0,2362001F2211,"""Medication""",1,錠,１日２回朝夕食後に,ウルソデオキシコール
ウルソ錠１００ｍｇ,620001970.0,2362001F2149,"""Medication""",1,錠,１日２回朝夕食後に,ウルソ
ウルティブロ吸入用カプセル,622287701.0,2259805G1027,"""Medication""",60,カプセル,医師の指示通りに,ウルティブロ
ウレパールクリーム１０％,620005255.0,2669701N1044,"""Medication""",100,ｇ,医師の指示通りに,ウレパールクリーム
ウロカルン錠２２５ｍｇ,620002653.0,2590001F1024,"""Medication""",2,錠,１日３回毎食後に,ウロカルン
エキザルベ,662640043.0,2649852M1020,"""Medication""",10,ｇ,医師の指示通りに,エキザルベ
エクア錠５０ｍｇ,621980701.0,3969011F1020,"""Medication""",1,錠,１日２回朝夕食後に,エクア
エクセグラン錠１００ｍｇ,611130087.0,1139005F1023,"""Medication""",1,錠,１日２回朝夕食後に,エクセグラン
エクメット配合錠ＨＤ,622450401.0,3969104F2025,"""Medication""",1,錠,１日２回朝夕食後に,エクメット
