order_name,order_code,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
アレルギー性鼻炎免疫療法治療管理料（１月目）,113036810.0,"""Control""",1,回,-,性鼻炎免疫療法治療管理料
アレルギー性鼻炎免疫療法治療管理料（２月目以降）,113036910.0,"""Control""",1,回,-,性鼻炎免疫療法治療管理料
アレロック錠５　５ｍｇ,610443067.0,"""Medication""",2,錠,１日２回朝夕食後に,アレロック
アレロック顆粒０．５％,622090301.0,"""Medication""",2,ｇ,１日２回朝食後及び就寝前に,アレロック
アレロックＯＤ錠２．５　２．５ｍｇ,622014101.0,"""Medication""",2,錠,１日２回朝食後及び就寝前に,アレロック
アレロックＯＤ錠５　５ｍｇ,622014201.0,"""Medication""",2,錠,１日２回朝夕食後に,アレロック
アンテベートクリーム０．０５％,620008964.0,"""Medication""",5,ｇ,１日２回,アンテベートクリーム
アンテベートローション０．０５％,660463005.0,"""Medication""",10,ｇ,１日２回,アンテベートローション
アンテベートローション０．０５％,660463005.0,"""Treatment""",2,ｇ,-,アンテベートローション
アンテベート軟膏０．０５％,620008965.0,"""Medication""",5,ｇ,１日２回,アンテベート
ウレパールクリーム１０％,620005255.0,"""Medication""",75,ｇ,１日２回,ウレパールクリーム
ウレパールローション１０％,620005256.0,"""Medication""",20,ｇ,１日２回,ウレパールローション
エキザルベ,662640043.0,"""Medication""",5,ｇ,１日２回,エキザルベ
エクラープラスター２０μｇ／ｃｍ２　１．５ｍｇ７．５×１０ｃｍ,620007608.0,"""Medication""",2,回,１日１回お使い下さい。,エクラープラスター
エクロックゲル５％,622835201.0,"""Medication""",20,ｇ,１日１回お使い下さい。,エクロックゲル
エピデュオゲル,622510101.0,"""Medication""",30,ｇ,１日１回お使い下さい。,エピデュオゲル
エレクトロポレーション,96002410.0,"""OwnExpense""",0,円,-,エレクトロポレーション
エレクトロポレーション（ペップビュー）,96002400.0,"""OwnExpense""",1,回,-,エレクトロポレーション
エレクトロポレーション（ペップビュー）※２０％割引,96002405.0,"""OwnExpense""",1,回,-,エレクトロポレーション
エレクトロポレーション（レナトスＴａ）,96002390.0,"""OwnExpense""",1,回,-,エレクトロポレーション
エレクトロポレーション（レナトスＴａ）※２０％割引,96002395.0,"""OwnExpense""",1,回,-,エレクトロポレーション
オイラックスクリーム１０％,620004795.0,"""Medication""",10,ｇ,１日２〜３回,オイラックスクリーム
オキサロールローション２５μｇ／ｇ　０．００２５％,620005258.0,"""Medication""",10,ｇ,１日２回,オキサロールローション
オキサロール軟膏２５μｇ／ｇ　０．００２５％,620003846.0,"""Medication""",10,ｇ,１日１回お使い下さい。,オキサロール
オテズラ錠３０ｍｇ,622534001.0,"""Medication""",2,錠,１日２回朝夕食後に,オテズラ
オルテクサー口腔用軟膏０．１％,620509101.0,"""Medication""",5,ｇ,１日３回お使い下さい。,オルテクサー
オーグメンチン配合錠２５０ＲＳ　３７５ｍｇ,621116301.0,"""Medication""",3,錠,１日３回毎食後に,オーグメンチン
カチリ「ホエイ」,662640916.0,"""Medication""",20,ｇ,１日１〜２回,カチリ
カラミンローション（丸石）,662640065.0,"""Medication""",50,ｍＬ,１日２〜３回,カラミンローション
カロナール錠２００　２００ｍｇ,620002023.0,"""Medication""",2,錠,痛む時に,カロナール
カロナール錠３００　３００ｍｇ,620000033.0,"""Medication""",2,錠,痛む時に,カロナール
カロナール錠５００　５００ｍｇ,622381201.0,"""Medication""",3,錠,１日３回毎食後に,カロナール
ガスター錠２０ｍｇ,612320350.0,"""Medication""",1,錠,１日１回夕食後に,ガスター
ガーゼ（大）,96003080.0,"""OwnExpense""",1,回,-,ガーゼ
ガーゼ（小）,96003075.0,"""OwnExpense""",1,回,-,ガーゼ
キシロカイン注ポリアンプ１％　５ｍＬ,620007262.0,"""Surgery""",1,管,-,キシロカイン
キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,641210005.0,"""Examination""",5,ｍＬＶ,-,キシロカイン
キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,641210005.0,"""Surgery""",5,ｍＬＶ,-,キシロカイン
キプレス錠１０ｍｇ,620006885.0,"""Medication""",1,錠,１日１回就寝前に,キプレス
キンダベート軟膏０．０５％,620005261.0,"""Medication""",5,ｇ,１日２回,キンダベート
クラシエ十味敗毒湯エキス細粒,620005334.0,"""Medication""",6.0,ｇ,１日２回朝夕食前に,十味敗毒湯
クラシエ十味敗毒湯エキス錠,620005404.0,"""Medication""",18,錠,１日２回朝夕食前に,十味敗毒湯
クラシエ抑肝散加陳皮半夏エキス細粒,620005424.0,"""Medication""",7.5,ｇ,１日３回毎食前に,抑肝散加陳皮半夏
クラシエ柴苓湯エキス細粒,620005401.0,"""Medication""",8.1,ｇ,１日３回毎食前に,クラシエ
クラシエ桂枝茯苓丸料エキス錠,620005396.0,"""Medication""",18,錠,１日２回朝夕食前に,桂枝茯苓丸料
クラシエ白虎加人参湯エキス錠,620005418.0,"""Medication""",12,錠,１日３回毎食前に,白虎加人参湯
クラシエ黄連解毒湯エキス錠,620005390.0,"""Medication""",18,錠,１日２回朝夕食前に,黄連解毒湯
クラビット点眼液０．５％,620004798.0,"""Medication""",5,ｍＬ,１日右３回,クラビット
クラビット錠５００ｍｇ　（レボフロキサシンとして）,621925801.0,"""Medication""",1,錠,１日１回夕食後に,クラビット
クラリチンレディタブ錠１０ｍｇ,620001925.0,"""Medication""",1,錠,１日１回夕食後に,クラリチンレディタブ
クレアチニン,160019210.0,"""Examination""",1,回,-,クレアチニン
クレナフィン爪外用液１０％,622365201.0,"""Medication""",3.56,ｇ,１日１回お使い下さい。,クレナフィン
クロタミトンクリーム１０％「タイヨー」,621730001.0,"""Medication""",10,ｇ,１日２〜３回,クロタミトンクリーム
グリセリンカリ液,662660004.0,"""Medication""",1.2,ｍＬ,１日２回お使い下さい。,グリセリンカリ
ケナコルト−Ａ皮内用関節腔内用水懸注５０ｍｇ／５ｍＬ　１０ｍｇ,620004661.0,"""Injection""",0.5,ｍＬＶ,-,皮内用関節腔内用水懸注
ケフレックスカプセル２５０ｍｇ,620004981.0,"""Medication""",3,カプセル,１日３回毎食後に,ケフレックスカプセル
ゲーベンクリーム１％,620008991.0,"""Medication""",10,ｇ,１日１〜２回,ゲーベンクリーム
ゲーベンクリーム１％,620008991.0,"""Treatment""",1,ｇ,-,ゲーベンクリーム
コ　その他；,830100612.0,"""Examination""",1,-,-,コその他；
コムクロシャンプー０．０５％,622546901.0,"""Medication""",125,ｇ,１日１回お使い下さい。,コムクロシャンプー
コレクチム軟膏０．２５％,622861601.0,"""Medication""",20,ｇ,１日２回お使い下さい。,コレクチム
コレクチム軟膏０．５％,622784201.0,"""Medication""",5,ｇ,１日２回お使い下さい。,コレクチム
コロナワクチン,96002479.0,"""OwnExpense""",0,円,-,コロナワクチン
コンベック軟膏５％,620008995.0,"""Medication""",10,ｇ,１日２回お使い下さい。,コンベック
ザイザルシロップ０．０５％,622308201.0,"""Medication""",5,ｍＬ,１日２回朝食後及び就寝前に,ザイザルシロップ
ザイザル錠５ｍｇ,622036701.0,"""Medication""",1,錠,１日１回就寝前に,ザイザル
ザジテンドライシロップ０．１％,620005968.0,"""Medication""",1.2,ｇ,１日２回朝食後及び就寝前に,ザジテンドライシロップ
ザーネ軟膏０．５％　５，０００単位,620004801.0,"""Medication""",75,ｇ,１日２回,ザーネ
シダキュアスギ花粉舌下錠２，０００ＪＡＵ,622626901.0,"""Medication""",1,錠,医師の指示通りに,シダキュアスギ
シダキュアスギ花粉舌下錠５，０００ＪＡＵ,622627001.0,"""Medication""",1,錠,医師の指示通りに,シダキュアスギ
シナール配合錠,620721301.0,"""Medication""",4,錠,１日２回朝夕食後に,シナール
シナール配合顆粒,620720901.0,"""Medication""",4,ｇ,１日２回朝夕食後に,シナール
シナール錠（３０日分）,96003010.0,"""OwnExpense""",1,回,-,シナール
シリコンチューブ,96003091.0,"""OwnExpense""",1,回,-,シリコンチューブ
ジスロマック錠２５０ｍｇ,610443026.0,"""Medication""",2,錠,１日１回夕食後に,ジスロマック
スタデルム軟膏５％,620642401.0,"""Medication""",10,ｇ,１日２回,スタデルム
セファランチン錠１ｍｇ,612900052.0,"""Medication""",3,錠,１日３回毎食後に,セファランチン
セフゾンカプセル１００ｍｇ,616130532.0,"""Medication""",3,カプセル,１日３回毎食後に,セフゾンカプセル
セフゾン細粒小児用１０％　１００ｍｇ,620004513.0,"""Medication""",1.5,ｇ,１日３回毎食後に,細粒小児用
セルベックスカプセル５０ｍｇ,612320346.0,"""Medication""",1,カプセル,痛む時に,セルベックスカプセル
ゼスラン錠３ｍｇ,620932701.0,"""Medication""",2,錠,１日２回朝夕食後に,ゼスラン
ゼビアックスローション２％,622462601.0,"""Medication""",10,ｇ,１日１回お使い下さい。,ゼビアックスローション
ゼビアックス油性クリーム２％,622855401.0,"""Medication""",10,ｇ,１日１回お使い下さい。,ゼビアックス
ゼビアックス油性クリーム２％,622855401.0,"""Treatment""",1,ｇ,-,ゼビアックス
ゼフナートクリーム２％,660443004.0,"""Medication""",10,ｇ,１日１回お使い下さい。,ゼフナートクリーム
タリオン錠１０ｍｇ,620006971.0,"""Medication""",2,錠,１日２回朝夕食後に,タリオン
タリオンＯＤ錠１０ｍｇ,620005515.0,"""Medication""",2,錠,１日２回朝夕食後に,タリオン
タリビッド眼軟膏０．３％,620004809.0,"""Medication""",3.5,ｇ,１日３回お使い下さい。,タリビッド
タリージェ錠５ｍｇ,622669801.0,"""Medication""",2,錠,１日２回朝夕食後に,タリージェ
ダラシンＴゲル１％,660462005.0,"""Medication""",10,ｇ,１日２回お使い下さい。,ダラシン
ダラシンＴローション１％,621995801.0,"""Medication""",20,ｍＬ,１日１回お使い下さい。,ローション
ダーモスコピー,160179610.0,"""Examination""",1,回,-,ダーモスコピー
ツムラ加味逍遙散エキス顆粒（医療用）,615101409.0,"""Medication""",7.5,ｇ,１日３回毎食前に,加味逍遙散
ツムラ当帰飲子エキス顆粒（医療用）,615101481.0,"""Medication""",7.5,ｇ,１日３回毎食前に,当帰飲子
ツムラ排膿散及湯エキス顆粒（医療用）,615101491.0,"""Medication""",7.5,ｇ,１日３回毎食間に,排膿散及湯
ツムラ葛根湯エキス顆粒（医療用）,615101406.0,"""Medication""",7.5,ｇ,１日３回毎食前に,ツムラ
ツムラ黄連解毒湯エキス顆粒（医療用）,615101403.0,"""Medication""",7.5,ｇ,１日３回毎食前に,黄連解毒湯
テラ・コートリル軟膏,662640163.0,"""Medication""",5,ｇ,１日２回,コートリル
ディフェリンゲル０．１％,620008449.0,"""Medication""",15,ｇ,１日１回お使い下さい。,ディフェリンゲル
デザレックス錠５ｍｇ,622514901.0,"""Medication""",1,錠,１日１回夕食後に,デザレックス
デブリードマン加算（汚染された挫創）,150001570.0,"""Surgery""",1,回,-,デブリードマン
デュアック配合ゲル,622415601.0,"""Medication""",10,ｇ,１日１回お使い下さい。,デュアック
デュタステリド（３０日分）,96003035.0,"""OwnExpense""",1,回,-,デュタステリド
デルマクリンクリーム１％,620007686.0,"""Medication""",10,ｇ,１日２回お使い下さい。,デルマクリンクリーム
デルモベートクリーム０．０５％,620005273.0,"""Medication""",10,ｇ,１日２回お使い下さい。,デルモベートクリーム
デルモベート軟膏０．０５％,620005275.0,"""Medication""",10,ｇ,１日２回,デルモベート
トラネキサム酸錠２５０ｍｇ「ＹＤ」,620005047.0,"""Medication""",2,錠,１日２回朝夕食後に,トラネキサム
トラネキサム酸錠５００ｍｇ「ＹＤ」,620005048.0,"""Medication""",2,錠,１日２回朝夕食後に,トラネキサム
トラネキサム酸（３０日分）,96003005.0,"""OwnExpense""",1,回,-,トラネキサム
ドボベットゲル,622642301.0,"""Medication""",15,ｇ,１日１回お使い下さい。,ドボベットゲル
ドボベット軟膏,622365101.0,"""Medication""",15,ｇ,１日１回お使い下さい。,ドボベット
ドレニゾンテープ４μｇ／ｃｍ２　０．３ｍｇ７．５ｃｍ×１０ｃｍ,620007706.0,"""Medication""",2,回,１日１回お使い下さい。,ドレニゾンテープ
ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ,620008450.0,"""Medication""",1,瓶,医師の指示通りに,ナゾネックス
ニゾラールクリーム２％,620005277.0,"""Medication""",20,ｇ,１日１回お使い下さい。,ニゾラールクリーム
ニゾラールローション２％,620000385.0,"""Medication""",10,ｇ,１日２回お使い下さい。,ニゾラールローション
ニポラジン錠３ｍｇ,620006058.0,"""Medication""",2,錠,１日２回朝夕食後に,ニポラジン
ネイリンカプセル１００ｍｇ,622590001.0,"""Medication""",1,カプセル,１日１回夕食後に,ネイリンカプセル
ネリゾナユニバーサルクリーム０．１％,620604901.0,"""Medication""",20,ｇ,１日２回,ネリゾナユニバーサルクリーム
ノイロトロピン錠４単位,620007022.0,"""Medication""",4,錠,１日２回朝夕食後に,ノイロトロピン
ハイチオール錠８０　８０ｍｇ,613910185.0,"""Medication""",2,錠,１日２回朝夕食後に,ハイチオール
ハイフ,96002550.0,"""OwnExpense""",0,円,-,ハイフ
ハイフアイシャワー　キャンペーン,96002532.0,"""OwnExpense""",1,回,-,ハイフアイシャワーキャンペーン
バルトレックス錠５００　５００ｍｇ,610443030.0,"""Medication""",2,錠,１日２回朝夕食後に,バルトレックス
バルトレックス顆粒５０％,610462012.0,"""Medication""",1.3,ｇ,１日２回朝夕食後に,バルトレックス
ヒゲ脱毛（全体）,96002240.0,"""OwnExpense""",1,回,-,ヒゲ脱毛
ヒゲ脱毛（全体）※５０％割引,96002360.0,"""OwnExpense""",1,回,-,ヒゲ脱毛※５０％割引
ヒゲ脱毛（頬）,96002245.0,"""OwnExpense""",1,回,-,ヒゲ脱毛
ヒゲ脱毛（頬）※５０％割引,96002365.0,"""OwnExpense""",1,回,-,ヒゲ脱毛※５０％割引
ヒゲ脱毛（顎下）,96002260.0,"""OwnExpense""",1,回,-,ヒゲ脱毛
ヒゲ脱毛（顎下）※５０％割引,96002380.0,"""OwnExpense""",1,回,-,ヒゲ脱毛※５０％割引
ヒゲ脱毛（顎）,96002255.0,"""OwnExpense""",1,回,-,ヒゲ脱毛
ヒゲ脱毛（顎）※５０％割引,96002375.0,"""OwnExpense""",1,回,-,ヒゲ脱毛※５０％割引
ヒゲ脱毛（鼻下）,96002250.0,"""OwnExpense""",1,回,-,ヒゲ脱毛
ヒゲ脱毛（鼻下）※５０％割引,96002370.0,"""OwnExpense""",1,回,-,ヒゲ脱毛※５０％割引
ヒルドイドクリーム０．３％,620009046.0,"""Medication""",100,ｇ,１日２〜３回,ヒルドイドクリーム
ヒルドイドソフト軟膏０．３％,620009048.0,"""Medication""",15,ｇ,１日２回,ヒルドイドソフト
ヒルドイドソフト軟膏０．３％,620009048.0,"""Treatment""",2,ｇ,-,ヒルドイドソフト
ヒルドイドフォーム０．３％,622644001.0,"""Medication""",92,ｇ,１日２回,ヒルドイドフォーム
ヒルドイドフォーム０．３％,622644001.0,"""Treatment""",2,ｇ,-,ヒルドイドフォーム
ヒルドイドローション０．３％,620009049.0,"""Medication""",25,ｇ,１日２回お使い下さい。,ヒルドイドローション
ヒルドイドローション０．３％,620009049.0,"""Treatment""",2,ｇ,-,ヒルドイドローション
ビオフェルミンＲ錠,612370052.0,"""Medication""",3,錠,１日３回毎食後に,ビオフェルミン
ビブラマイシン錠５０ｍｇ,620006083.0,"""Medication""",2,錠,１日２回朝夕食後に,ビブラマイシン
ビラノア錠２０ｍｇ,622516602.0,"""Medication""",1,錠,１日１回就寝前に,ビラノア
ビラノアＯＤ錠２０ｍｇ,622829401.0,"""Medication""",1,錠,１日１回就寝前に,ビラノア
ピアス,96002470.0,"""OwnExpense""",5500,円,-,ピアス
ピアス（１箇所）,96002455.0,"""OwnExpense""",1,回,-,ピアス
ピアス（２箇所以降　個数加算）,96002460.0,"""OwnExpense""",1,回,-,ピアス
ピドキサール錠２０ｍｇ,610463158.0,"""Medication""",2,錠,１日２回朝夕食後に,ピドキサール
ファロムドライシロップ小児用１０％　１００ｍｇ,620008702.0,"""Medication""",3.15,ｇ,１日３回毎食後に,ファロムドライシロップ
ファロム錠２００ｍｇ,610411056.0,"""Medication""",3,錠,１日３回毎食後に,ファロム
フィナステリド（２８日分）,96003025.0,"""OwnExpense""",1,回,-,フィナステリド
フシジンレオ軟膏２％　２０ｍｇ,620007752.0,"""Medication""",10,ｇ,１日１〜２回,フシジンレオ
フシジンレオ軟膏２％　２０ｍｇ,620007752.0,"""Treatment""",1,ｇ,-,フシジンレオ
フルコート軟膏０．０２５％,620007761.0,"""Medication""",60,ｇ,１日２回お使い下さい。,フルコート
フルハイフ　キャンペーン,96002512.0,"""OwnExpense""",1,回,-,フルハイフキャンペーン
フルメタクリーム　０．１％,662640898.0,"""Medication""",10,ｇ,１日２回,フルメタクリーム
フルメタローション　０．１％,662640900.0,"""Medication""",10,ｇ,１日２回,フルメタローション
フルメタ軟膏　０．１％,662640899.0,"""Medication""",10,ｇ,１日２回,フルメタ
フロジン外用液５％,620007769.0,"""Medication""",30,ｍＬ,１日２回,フロジン
フロモックス小児用細粒１００ｍｇ,610411059.0,"""Medication""",2.4,ｇ,１日３回毎食後に,フロモックス
フロモックス錠１００ｍｇ,610411058.0,"""Medication""",3,錠,１日３回毎食後に,フロモックス
プラスチベース,667120012.0,"""Medication""",20,ｇ,１日２〜３回,プラスチベース
プラセンタ注射,96002445.0,"""OwnExpense""",0,円,-,プラセンタ
プラセンタ注射（１Ａ）,96002435.0,"""OwnExpense""",1,回,-,プラセンタ
プレドニン眼軟膏　０．２５％,661310130.0,"""Medication""",5,ｇ,１日３回,プレドニン
プレドニン錠５ｍｇ,612450118.0,"""Medication""",4,錠,１日１回朝食後に,プレドニン
プロスタンディン軟膏０．００３％,620003256.0,"""Medication""",10,ｇ,１日２回,プロスタンディン
プロトピック軟膏０．０３％小児用,620000444.0,"""Medication""",5,ｇ,１日２回,プロトピック
プロトピック軟膏０．１％,660432014.0,"""Medication""",10,ｇ,１日２回,プロトピック
プロペト,667120036.0,"""Medication""",10,ｇ,１日２回,プロペト
プロペト,667120036.0,"""Treatment""",2,ｇ,-,プロペト
プロ・バンサイン錠１５ｍｇ,620008709.0,"""Medication""",2,錠,１日２回朝夕食後に,バンサイン
ヘパリン類似物質ローション,622332700.0,"""Medication""",100,ｇ,１日２回,ローション
ヘパリン類似物質外用スプレー０．３％「日医工」,621944702.0,"""Medication""",100,ｇ,１日２回,類似物質外用
ヘパリン類似物質外用泡状スプレー０．３％「日医工」,622695301.0,"""Medication""",100,ｇ,１日２回,類似物質外用泡状
ベタメタゾン軟膏,96003065.0,"""OwnExpense""",1,回,-,ベタメタゾン
ベピオゲル２．５％,622403601.0,"""Medication""",15,ｇ,１日１回お使い下さい。,ベピオゲル
ベピオローション２．５％,622940901.0,"""Medication""",15,ｇ,１日１回お使い下さい。,ベピオローション
ペンレステープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,620007779.0,"""Treatment""",1,枚,-,ペンレステープ
ホクナリンテープ２ｍｇ,660421117.0,"""Medication""",7,枚,医師の指示通りに,ホクナリンテープ
ホスミシンドライシロップ４００　４００ｍｇ,616130333.0,"""Medication""",3,ｇ,１日３回毎食後に,ホスミシンドライシロップ
ボアラ軟膏０．１２％,620007781.0,"""Medication""",25,ｇ,１日２回,ボアラ
ボチシート２０％,620634501.0,"""Medication""",90,ｇ,１日１〜２回,ボチシート
ポララミンドライシロップ０．２％,620008736.0,"""Medication""",1.0,ｇ,１日２回朝食後及び就寝前に,ポララミンドライシロップ
ポララミン注５ｍｇ　０．５％１ｍＬ,641410014.0,"""Injection""",1,管,-,ポララミン
ポララミン錠２ｍｇ,611410172.0,"""Medication""",1,錠,かゆい時,ポララミン
マイザークリーム０．０５％,620626201.0,"""Medication""",30,ｇ,１日２回,マイザークリーム
マイザー軟膏０．０５％,620625401.0,"""Medication""",15,ｇ,１日２回,マイザー
マイザー軟膏０．０５％,620625401.0,"""Treatment""",1,ｇ,-,マイザー
マスク,96003095.0,"""OwnExpense""",1,回,-,マスク
マーデュオックス軟膏,622484501.0,"""Medication""",10,ｇ,１日１回お使い下さい。,マーデュオックス
ミティキュアダニ舌下錠１０，０００ＪＡＵ,622455301.0,"""Medication""",1,錠,医師の指示通りに,ミティキュアダニ
ミティキュアダニ舌下錠３，３００ＪＡＵ,622455201.0,"""Medication""",1,錠,医師の指示通りに,ミティキュアダニ
ミノマイシンカプセル１００ｍｇ,610454083.0,"""Medication""",2,カプセル,１日２回朝夕食後に,ミノマイシンカプセル
ミノマイシンカプセル５０ｍｇ,616150063.0,"""Medication""",2,カプセル,１日２回朝夕食後に,ミノマイシンカプセル
メイアクトＭＳ錠１００ｍｇ,620004080.0,"""Medication""",3,錠,１日３回毎食後に,メイアクト
メサデルムクリーム０．１％,620007798.0,"""Medication""",5,ｇ,１日２回,メサデルムクリーム
メサデルムローション０．１％,620007800.0,"""Medication""",20,ｇ,１日２回,メサデルムローション
メサデルム軟膏０．１％,620007799.0,"""Medication""",10,ｇ,１日２回,メサデルム
メチコバール錠５００μｇ　０．５ｍｇ,613130595.0,"""Medication""",3,錠,１日３回毎食後に,メチコバール
モイゼルト軟膏０．３％,622849901.0,"""Medication""",10,ｇ,１日１回お使い下さい。,モイゼルト
モイゼルト軟膏１％,622850001.0,"""Medication""",10,ｇ,１日２回,モイゼルト
ユベラ錠（３０日分）,96003015.0,"""OwnExpense""",1,回,-,ユベラ
ユベラ錠５０ｍｇ,620003638.0,"""Medication""",2,錠,１日２回朝夕食後に,ユベラ
ユーパスタコーワ軟膏,620004836.0,"""Medication""",10,ｇ,１日１〜２回,ユーパスタコーワ
ユーパスタコーワ軟膏,620004836.0,"""Treatment""",1,ｇ,-,ユーパスタコーワ
ヨクイニンエキス散「コタロー」,615100580.0,"""Medication""",3.0,ｇ,１日３回毎食間に,ヨクイニンエキス
ヨクイニンエキス錠「コタロー」,615100581.0,"""Medication""",18,錠,１日３回毎食前に,ヨクイニンエキス
ラピフォートワイプ２．５％　２．５ｇ,622912901.0,"""Medication""",14,包,１日１回お使い下さい。,ラピフォートワイプ
ラミシールクリーム１％,620005308.0,"""Medication""",20,ｇ,１日１回お使い下さい。,ラミシールクリーム
ラミシール錠１２５ｍｇ,610412199.0,"""Medication""",1,錠,１日１回夕食後に,ラミシール
リザベンカプセル１００ｍｇ,620002549.0,"""Medication""",2,カプセル,１日２回朝夕食後に,リザベンカプセル
リドメックスコーワローション０．３％,620621701.0,"""Medication""",10,ｇ,１日２回,リドメックスコーワローション
リドメックスコーワ軟膏０．３％,620620901.0,"""Medication""",5,ｇ,１日２回,リドメックスコーワ
リリカカプセル２５ｍｇ,621983701.0,"""Medication""",2,カプセル,１日２回朝夕食後に,リリカカプセル
リンデロン−Ｖクリーム０．１２％,662640420.0,"""Medication""",5,ｇ,１日２回,リンデロン
リンデロン−Ｖローション　０．１２％,662640421.0,"""Medication""",10,ｍＬ,１日２回,リンデロン
リンデロン−Ｖローション　０．１２％,662640421.0,"""Treatment""",2,ｍＬ,-,リンデロン
リンデロン−Ｖ軟膏０．１２％,662640423.0,"""Medication""",5,ｇ,１日２回,リンデロン
リンデロン−Ｖ軟膏０．１２％,662640423.0,"""Treatment""",1,ｇ,-,リンデロン
リンデロン−ＶＧクリーム０．１２％,662640416.0,"""Medication""",30,ｇ,１日２回,リンデロン
リンデロン−ＶＧ軟膏０．１２％,662640418.0,"""Medication""",15,ｇ,１日２回,リンデロン
ルコナック爪外用液５％,622471601.0,"""Medication""",3.5,ｇ,１日１回お使い下さい。,ルコナック
ルパフィン錠１０ｍｇ,622577101.0,"""Medication""",1,錠,１日１回夕食後に,ルパフィン
ルビーレーザー,96002045.0,"""OwnExpense""",0,円,-,ルビーレーザー
ルビーレーザー（シミ）〜１ｃм２,96002015.0,"""OwnExpense""",1,回,-,ルビーレーザー
ルビーレーザー（シミ）〜２ｃм２,96002020.0,"""OwnExpense""",1,回,-,ルビーレーザー
ルビーレーザー（シミ）〜３ｃм２,96002025.0,"""OwnExpense""",1,回,-,ルビーレーザー
ルビーレーザー（シミ）〜４ｃм２,96002030.0,"""OwnExpense""",1,回,-,ルビーレーザー
