order_name,order_code,recipe_category,recipe_quantity,recipe_unit,direction_usage,abbreviation
エネーボ配合経腸用液,622307001.0,"""Medication""",750,ｍＬ,１日３回,配合経腸用液
エビリファイ内用液０．１％,620009105.0,"""Medication""",5,ｍＬ,１日２回朝夕食後に,エビリファイ
エビリファイ散１％,620003478.0,"""Medication""",0.5,ｇ,１日２回朝昼食後に,エビリファイ
エビリファイ錠１ｍｇ,622514601.0,"""Medication""",1,錠,１日１回朝食後に,エビリファイ
エビリファイ錠３ｍｇ,620003479.0,"""Medication""",1,錠,１日１回朝食後に,エビリファイ
エビリファイＯＤ錠６ｍｇ,622135301.0,"""Medication""",1,錠,１日１回夕食後に,エビリファイ
エピデュオゲル,622510101.0,"""Medication""",15,ｇ,医師の指示通りに,エピデュオゲル
エピナスチン塩酸塩１０ｍｇ錠,622311200.0,"""Medication""",1,錠,１日１回夕食後に,エピナスチン
エピナスチン塩酸塩２０ｍｇ錠,622311300.0,"""Medication""",1,錠,１日１回夕食前に,エピナスチン
エピレオプチマル散５０％,620004946.0,"""Medication""",0.8,ｇ,１日２回朝夕食後に,エピレオプチマル
エムラパッチ,622589901.0,"""Anesthesia""",2,枚,-,エムラパッチ
エリスパン錠０．２５ｍｇ,620004462.0,"""Medication""",1,錠,１日１回朝食後に,エリスパン
エリスロシン錠２００ｍｇ,620000021.0,"""Medication""",3,錠,１日３回毎食後に,エリスロシン
エルカルチンＦＦ内用液１０％,622198601.0,"""Medication""",4,ｍＬ,１日２回朝夕食後に,エルカルチン
エルカルチンＦＦ内用液１０％分包１０ｍＬ,622583801.0,"""Medication""",2,包,１日２回朝夕食後に,エルカルチン
エルカルチンＦＦ内用液１０％分包５ｍＬ,622583701.0,"""Medication""",2,包,１日２回朝夕食後に,エルカルチン
エルカルチンＦＦ錠１００ｍｇ,622305801.0,"""Medication""",2,錠,１日２回朝夕食後に,エルカルチン
エルカルチンＦＦ錠２５０ｍｇ,622305901.0,"""Medication""",2,錠,１日２回朝夕食後に,エルカルチン
エンシュア・Ｈ,610407025.0,"""Medication""",250,ｍＬ,１日１回医師の指示通りに,エンシュア
オノンカプセル１１２．５ｍｇ,620003139.0,"""Medication""",2,カプセル,１日２回朝夕食後に,オノンカプセル
オノンドライシロップ１０％,620003140.0,"""Medication""",1,ｇ,１日２回朝夕食後に,オノンドライシロップ
オメプラール錠１０　１０ｍｇ,610443070.0,"""Medication""",1,錠,１日１回夕食後に,オメプラール
オロパタジン塩酸塩５ｍｇ口腔内崩壊錠,622645600.0,"""Medication""",2,錠,１日２回朝食後及び就寝前に,オロパタジン
オロパタジン塩酸塩５ｍｇ錠,622475900.0,"""Medication""",1,錠,１日１回夕食後に,オロパタジン
カリウム,160021410.0,"""Examination""",1,回,-,カリウム
カルシウム,160021510.0,"""Examination""",1,回,-,カルシウム
カルバマゼピン細粒５０％「アメル」,610453039.0,"""Medication""",0.24,ｇ,１日２回朝夕食後に,カルバマゼピン
カルバマゼピン錠１００ｍｇ「アメル」,610453040.0,"""Medication""",2,錠,１日２回朝夕食後に,カルバマゼピン
カルバマゼピン１００ｍｇ錠,622887800.0,"""Medication""",1.5,錠,１日１回夕食後に,カルバマゼピン
カロナール細粒２０％,620002022.0,"""Medication""",0.5,ｇ,痛む時に,カロナール
カロナール錠２００　２００ｍｇ,620002023.0,"""Medication""",2,錠,頭痛時に,カロナール
カロナール錠３００　３００ｍｇ,620000033.0,"""Medication""",2,錠,１日２回朝夕食後に,カロナール
ガスコン散１０％,620004960.0,"""Medication""",0.4,ｇ,１日２回朝夕食後に,ガスコン
ガスコン錠４０ｍｇ,612370013.0,"""Medication""",2,錠,１日１回就寝前に,ガスコン
ガスター散２％,610406079.0,"""Medication""",0.25,ｇ,１日２回朝夕食後に,ガスター
ガスターＤ錠１０ｍｇ,610444041.0,"""Medication""",2,錠,１日２回朝夕食後に,ガスター
ガスモチン散１％,620506901.0,"""Medication""",0.5,ｇ,１日２回朝夕食後に,ガスモチン
ガバペン錠２００ｍｇ,620004350.0,"""Medication""",1,錠,１日１回夕食後に,ガバペン
キプレスチュアブル錠５ｍｇ,620006886.0,"""Medication""",1,錠,１日１回就寝前に,キプレスチュアブル
キプレス錠１０ｍｇ,620006885.0,"""Medication""",1,錠,１日１回就寝前に,キプレス
クエン酸第一鉄ナトリウム鉄５０ｍｇ錠　鉄５０ｍｇ,622738200.0,"""Medication""",2,錠,１日２回朝夕食後に,ナトリウム
クラビット点眼液０．５％,620004798.0,"""Medication""",5,ｍＬ,１日左２回,クラビット
クラリス錠５０小児用　５０ｍｇ,616140104.0,"""Medication""",1,錠,１日１回夕食後に,クラリス
クラリチンドライシロップ１％,620005886.0,"""Medication""",1,ｇ,１日１回就寝前に,クラリチンドライシロップ
クラリチンレディタブ錠１０ｍｇ,620001925.0,"""Medication""",1,錠,１日１回夕食後に,クラリチンレディタブ
クラリチン錠１０ｍｇ,610462028.0,"""Medication""",1,錠,１日１回就寝前に,クラリチン
クレアチニン,160019210.0,"""Examination""",1,回,-,クレアチニン
グリセリン浣腸液５０％「ケンエー」　３０ｍＬ,620483802.0,"""Medication""",2,個,１回１個便秘時に,グリセリン
グリセリン浣腸液５０％「ケンエー」　６０ｍＬ,620485302.0,"""Medication""",20,個,１回１個１日１回医師の指示通りに,グリセリン
グルコース,160019410.0,"""Examination""",1,回,-,グルコース
グロウジェクト皮下注１２ｍｇ,622531401.0,"""HomeCare""",6,筒,-,グロウジェクト
ゲンタシン軟膏０．１％　１ｍｇ,620008993.0,"""Medication""",10,ｇ,化膿止めに,ゲンタシン
コンサータ錠１８ｍｇ,620005888.0,"""Medication""",1,錠,１日１回朝食後に,コンサータ
コンサータ錠２７ｍｇ,620005889.0,"""Medication""",1,錠,１日１回朝食後に,コンサータ
コンサータ錠３６ｍｇ,622339701.0,"""Medication""",1,錠,１日１回朝食後に,コンサータ
サクコルチン配合錠,620531301.0,"""Medication""",1,錠,発作時にお使い下さい,サクコルチン
サワシリン錠２５０　２５０ｍｇ,616130132.0,"""Medication""",6,錠,１日３回毎食後に,サワシリン
サンコバ点眼液０．０２％　５ｍＬ,620005266.0,"""Medication""",1,瓶,医師の指示通りに,サンコバ
ザイザルシロップ０．０５％,622308201.0,"""Medication""",5,ｍＬ,１日２回朝夕食後に,ザイザルシロップ
ザイザル錠５ｍｇ,622036701.0,"""Medication""",1,錠,１日１回夕食後に,ザイザル
ザロンチンシロップ５％,620006918.0,"""Medication""",12,ｍＬ,１日２回朝夕食後に,ザロンチンシロップ
シナジス筋注液１００ｍｇ　１ｍＬ,622197401.0,"""Injection""",1,瓶,-,シナジス
シムビコートタービュヘイラー６０吸入,621950801.0,"""Medication""",1,キット,１回１吸入１日２回,シムビコートタービュヘイラー
ジェノトロピンゴークイック注用１２ｍｇ,621998101.0,"""HomeCare""",3,キット,-,ジェノトロピンゴークイック
ジェノトロピンゴークイック注用５．３ｍｇ　５．３３ｍｇ,621998001.0,"""HomeCare""",5,キット,-,ジェノトロピンゴークイック
ジクロフェナクナトリウム１％クリーム,622780100.0,"""Medication""",75,ｇ,★１日２～３回お使い下さい,ジクロフェナクナトリウム
ストラテラカプセル５ｍｇ,621926101.0,"""Medication""",4,カプセル,１日２回朝夕食後に,ストラテラカプセル
セカンドオピニオン,96000008.0,"""OwnExpense""",1,回,-,セカンドオピニオン
セルシン散１％,610454039.0,"""Medication""",0.3,ｇ,１日１回夕食後に,セルシン
セレニカＲ錠２００ｍｇ,620002054.0,"""Medication""",4,錠,１日２回朝夕食後に,セレニカ
セレニカＲ錠４００ｍｇ,620003976.0,"""Medication""",1,錠,１日１回夕食後に,セレニカ
セレニカＲ顆粒４０％,620003156.0,"""Medication""",1.5,ｇ,１日２回朝夕食後に,セレニカ
センノシド錠１２ｍｇ「サワイ」,620480601.0,"""Medication""",1,錠,１日１回就寝前に,センノシド
ゼスラン小児用細粒０．６％,610453057.0,"""Medication""",0.6,ｇ,１日１回就寝前に,小児用細粒
ソマトメジンＣ,160035710.0,"""Examination""",1,回,-,ソマトメジン
ソリタ−Ｔ配合顆粒２号　４ｇ,621508101.0,"""Medication""",2,包,１日１回医師の指示通りに,配合顆粒
ゾニサミド２０％散,622709200.0,"""Medication""",0.75,ｇ,１日２回朝夕食後に,ゾニサミド
タケキャブ錠２０ｍｇ,622404501.0,"""Medication""",1,錠,１日１回朝食後に,タケキャブ
タリオン錠１０ｍｇ,620006971.0,"""Medication""",2,錠,１日２回朝夕食後に,タリオン
タリビッド点眼液０．３％,620004810.0,"""Medication""",5,ｍＬ,医師の指示通りに,タリビッド
ダイアップ坐剤１０　１０ｍｇ,661120012.0,"""Medication""",10,個,医師の指示通りに,ダイアップ
ダイアップ坐剤６　６ｍｇ,661120011.0,"""Medication""",10,個,医師の指示通りに,ダイアップ
ダイアモックス末,612130346.0,"""Medication""",0.1,ｇ,１日２回朝夕食後に,ダイアモックス
ダイアモックス錠２５０ｍｇ,620004518.0,"""Medication""",2,錠,１日１回夕食後に,ダイアモックス
ダラシンＴゲル１％,660462005.0,"""Medication""",20,ｇ,化膿止めに,ダラシン
ダントリウムカプセル２５ｍｇ,620003574.0,"""Medication""",1.8,カプセル,１日２回朝夕食後に,ダントリウムカプセル
チザニジン塩酸塩０．２％顆粒,622717400.0,"""Medication""",0.6,ｇ,１日３回毎食後に,チザニジン
チラーヂンＳ散０．０１％,620515801.0,"""Medication""",0.25,ｇ,１日１回朝食後に,チラーヂン
チラーヂンＳ錠１００μｇ,621283702.0,"""Medication""",1,錠,１日１回朝食後に,チラーヂン
チラーヂンＳ錠２５μｇ,620516002.0,"""Medication""",1,錠,１日１回朝食後に,チラーヂン
チラーヂンＳ錠５０μｇ,620515902.0,"""Medication""",1,錠,１日１回朝食後に,チラーヂン
ツムラ五苓散エキス顆粒（医療用）,615101428.0,"""Medication""",5,ｇ,１日２回朝夕食前に,ツムラ
ツムラ六君子湯エキス顆粒（医療用）,615101512.0,"""Medication""",2.5,ｇ,１日２回朝夕食前に,六君子湯
ツムラ加味逍遙散エキス顆粒（医療用）,615101409.0,"""Medication""",7.5,ｇ,１日３回毎食前に,加味逍遙散
ツムラ半夏厚朴湯エキス顆粒（医療用）,615101494.0,"""Medication""",7.5,ｇ,１日３回毎食後に,半夏厚朴湯
ツムラ半夏白朮天麻湯エキス顆粒（医療用）,615101496.0,"""Medication""",2.5,ｇ,１日１回朝食前に,半夏白朮天麻湯
ツムラ大建中湯エキス顆粒（医療用）,615101469.0,"""Medication""",15,ｇ,１日３回朝昼食前及び就寝前に,大建中湯
ツムラ大黄甘草湯エキス顆粒（医療用）,615101467.0,"""Medication""",5,ｇ,１日２回朝夕食後に,大黄甘草湯
ツムラ小建中湯エキス顆粒（医療用）,615101450.0,"""Medication""",5,ｇ,１日２回朝夕食前に,小建中湯
ツムラ小青竜湯エキス顆粒（医療用）,615101453.0,"""Medication""",9,ｇ,１日３回毎食前に,小青竜湯
ツムラ当帰芍薬散エキス顆粒（医療用）,615101484.0,"""Medication""",5,ｇ,１日２回朝夕食前に,当帰芍薬散
ツムラ抑肝散エキス顆粒（医療用）,615101510.0,"""Medication""",2.5,ｇ,１日１回就寝前に,ツムラ
ツムラ抑肝散加陳皮半夏エキス顆粒（医療用）,615101511.0,"""Medication""",5,ｇ,１日２回朝夕食前に,抑肝散加陳皮半夏
ツムラ柴胡加竜骨牡蛎湯エキス顆粒（医療用）,615101430.0,"""Medication""",2.5,ｇ,１日１回夕食前に,柴胡加竜骨牡蛎湯
ツムラ消風散エキス顆粒（医療用）,615101455.0,"""Medication""",5,ｇ,１日２回朝夕食前に,ツムラ
ツムラ白虎加人参湯エキス顆粒（医療用）,615101497.0,"""Medication""",6,ｇ,１日２回朝夕食前に,白虎加人参湯
ツムラ芍薬甘草湯エキス顆粒（医療用）,615101446.0,"""Medication""",2.5,ｇ,発作時に,芍薬甘草湯
ツムラ苓桂朮甘湯エキス顆粒（医療用）,615101516.0,"""Medication""",5,ｇ,１日２回朝夕食前に,苓桂朮甘湯
ツムラ葛根湯エキス顆粒（医療用）,615101406.0,"""Medication""",2.5,ｇ,１日１回夕食前に,ツムラ
ツムラ補中益気湯エキス顆粒（医療用）,615101503.0,"""Medication""",5,ｇ,１日２回朝夕食後に,補中益気湯
ツロブテロール（１ｍｇ）貼付剤,622774000.0,"""Medication""",7,枚,１回１個１日１回就寝前に,ツロブテロール
テグレトール細粒５０％,620002065.0,"""Medication""",0.12,ｇ,１日１回朝食後に,テグレトール
テグレトール錠１００ｍｇ,611130100.0,"""Medication""",1,錠,１日１回夕食後に,テグレトール
テグレトール錠２００ｍｇ,611130101.0,"""Medication""",2,錠,１日２回朝夕食後に,テグレトール
テルネリン顆粒０．２％,611240463.0,"""Medication""",0.9,ｇ,１日１回就寝前に,テルネリン
テレミンソフト坐薬１０ｍｇ,620007694.0,"""Medication""",14,個,１日１回お使い下さい。,テレミンソフト
ディアコミットドライシロップ分包２５０ｍｇ,622183101.0,"""Medication""",2,包,１日２回朝夕食後に,ディアコミットドライシロップ
ディナゲスト錠１ｍｇ,620005893.0,"""Medication""",2,錠,１日２回朝夕食後に,ディナゲスト
ディフェリンゲル０．１％,620008449.0,"""Medication""",90,ｇ,医師の指示通りに,ディフェリンゲル
デエビゴ錠２．５ｍｇ,622703101.0,"""Medication""",1,錠,１日１回就寝前に,デエビゴ
デエビゴ錠５ｍｇ,622703201.0,"""Medication""",1,錠,１日１回就寝前に,デエビゴ
デキサメタゾン口腔用軟膏０．１％「日医工」,621500002.0,"""Medication""",5,ｇ,医師の指示通りに,デキサメタゾン
デキストロメトルファン臭化水素酸塩１５ｍｇ錠,622893200.0,"""Medication""",3,錠,１日３回毎食後に,デキストロメトルファン
デザレックス錠５ｍｇ,622514901.0,"""Medication""",1,錠,１日１回就寝前に,デザレックス
デパケンシロップ５％,620006033.0,"""Medication""",9,ｍＬ,１日２回朝夕食後に,デパケンシロップ
デパケン細粒４０％,620003578.0,"""Medication""",1,ｇ,１日２回朝夕食後に,デパケン
デパケン錠１００ｍｇ,620065001.0,"""Medication""",1,錠,１日１回夕食後に,デパケン
デパケン錠２００ｍｇ,620065701.0,"""Medication""",6,錠,１日５回医師の指示通りに,デパケン
デパケンＲ錠１００ｍｇ,620066101.0,"""Medication""",2,錠,１日２回朝夕食後に,デパケン
デパケンＲ錠２００ｍｇ,620066201.0,"""Medication""",2,錠,１日２回朝夕食後に,デパケン
デパス細粒１％,610463116.0,"""Medication""",0.025,ｇ,１日１回朝食後に,デパス
デパス錠０．５ｍｇ,611170513.0,"""Medication""",1,錠,１日１回就寝前に,デパス
トピナ細粒１０％,622335301.0,"""Medication""",2.5,ｇ,１日２回朝夕食後に,トピナ
トピナ錠２５ｍｇ,622013901.0,"""Medication""",1,錠,１日１回夕食後に,トピナ
トピナ錠５０ｍｇ,620005827.0,"""Medication""",1,錠,１日１回夕食後に,トピナ
トラネキサム酸２５０ｍｇ錠,622896900.0,"""Medication""",3,錠,１日３回毎食後に,トラネキサム
トラベルミン配合錠,620236101.0,"""Medication""",1,錠,嘔気時に,トラベルミン
トランサミン散５０％,610463119.0,"""Medication""",1,ｇ,１日２回朝夕食後に,トランサミン
トランサミン錠２５０ｍｇ,610463120.0,"""Medication""",3,錠,１日３回毎食後に,トランサミン
トランサミン錠５００ｍｇ,613320130.0,"""Medication""",3,錠,１日３回毎食後に,トランサミン
トリクロリールシロップ１０％,620006049.0,"""Examination""",20,ｍＬ,-,トリクロリールシロップ
トリクロリールシロップ１０％,620006049.0,"""Medication""",11,ｍＬ,１日１回就寝前に,トリクロリールシロップ
トリプタノール錠２５　２５ｍｇ,611170810.0,"""Medication""",1,錠,１日１回朝食後に,トリプタノール
トリヘキシフェニジル塩酸塩散１％「ＣＨ」,620120303.0,"""Medication""",0.2,ｇ,１日２回朝夕食後に,トリヘキシフェニジル
ドパストン散９８．５％,620008661.0,"""Medication""",0.008,ｇ,１日２回朝夕食後に,ドパストン
ドレニゾンテープ４μｇ／ｃｍ２　０．３ｍｇ７．５ｃｍ×１０ｃｍ,620007706.0,"""Medication""",3,回,ひどい所に,ドレニゾンテープ
ナウゼリン坐剤３０　３０ｍｇ,662390002.0,"""Medication""",10,個,１回１個嘔気時に,ナウゼリン
ナウゼリン錠１０　１０ｍｇ,612390023.0,"""Medication""",1,錠,嘔気時に,ナウゼリン
ナトリウム及びクロール,160021110.0,"""Examination""",1,回,-,ナトリウム
ナラトリプタン錠２．５ｍｇ「ＫＯ」,622794201.0,"""Medication""",1,錠,頭痛時に,ナラトリプタン
ニトラゼパム１０ｍｇ錠,622887200.0,"""Medication""",1,錠,１日１回就寝前に,ニトラゼパム
ニューレプチル細粒１０％,620006059.0,"""Medication""",0.14,ｇ,１日３回朝昼食後及び就寝前に,ニューレプチル
ノルディトロピン　フレックスプロ注　１０ｍｇ,622004201.0,"""HomeCare""",3,キット,-,ノルディトロピンフレックスプロ
ハイボン錠２０ｍｇ,610463151.0,"""Medication""",1,錠,１日１回夕食後に,ハイボン
バルトレックス錠５００　５００ｍｇ,610443030.0,"""Medication""",2,錠,１日２回朝夕食後に,バルトレックス
バルプロ酸ナトリウム１００ｍｇ徐放錠,622845100.0,"""Medication""",1,錠,１日１回夕食後に,ナトリウム
バルプロ酸ナトリウム１００ｍｇ錠,622709000.0,"""Medication""",1,錠,１日１回夕食後に,ナトリウム
バルプロ酸ナトリウム２０％細粒,622708700.0,"""Medication""",4.5,ｇ,１日２回朝夕食後に,ナトリウム
バルプロ酸ナトリウム２００ｍｇ徐放錠,622845200.0,"""Medication""",4,錠,１日２回朝夕食後に,ナトリウム
バルプロ酸ナトリウム２００ｍｇ錠,622709100.0,"""Medication""",2,錠,１日２回朝夕食後に,ナトリウム
バルプロ酸ナトリウム４０％徐放顆粒,622708900.0,"""Medication""",2.5,ｇ,１日２回朝夕食後に,ナトリウム
バルプロ酸ナトリウム４０％細粒,622708800.0,"""Medication""",0.5,ｇ,１日１回朝食後に,ナトリウム
バルプロ酸Ｎａシロップ５％「フジナガ」,620066301.0,"""Medication""",16.5,ｍＬ,１日３回毎食後に,バルプロ
バルプロ酸Ｎａ徐放顆粒４０％「フジナガ」,621390701.0,"""Medication""",1.375,ｇ,１日２回朝夕食後に,バルプロ
パタノール点眼液０．１％,620004365.0,"""Medication""",5,ｍＬ,１日右４回左４回,パタノール
ヒダントール錠２５ｍｇ,611130095.0,"""Medication""",5,錠,１日２回朝昼食後に,ヒダントール
ヒベルナ散１０％,610463161.0,"""Medication""",0.08,ｇ,１日３回朝昼食後及び就寝前に,ヒベルナ
ヒルドイドソフト軟膏０．３％,620009048.0,"""Medication""",200,ｇ,保湿剤として,ヒルドイドソフト
ヒルドイドフォーム０．３％,622644001.0,"""Medication""",184,ｇ,保湿剤として,ヒルドイドフォーム
ヒルドイドローション０．３％,620009049.0,"""Medication""",100,ｇ,保湿剤として,ヒルドイドローション
ヒルナミン細粒１０％,620000097.0,"""Medication""",0.05,ｇ,１日３回毎食後に,ヒルナミン
ヒルナミン錠（２５ｍｇ）,610453103.0,"""Medication""",1,錠,１日１回就寝前に,ヒルナミン
ビオフェルミン配合散,620420001.0,"""Medication""",3,ｇ,１日３回毎食後に,ビオフェルミン
ビオフェルミン錠剤,620000094.0,"""Medication""",2,錠,１日２回朝夕食後に,ビオフェルミン
ビオフェルミンＲ散,620418501.0,"""Medication""",1,ｇ,１日２回朝夕食後に,ビオフェルミン
ビソルボン吸入液０．２％,620009045.0,"""Medication""",15,ｍＬ,★１日２～３回お使い下さい,ビソルボン
ビバンセカプセル２０ｍｇ,622677401.0,"""Medication""",1,カプセル,１日１回朝食後に,ビバンセカプセル
ビペリデン塩酸塩錠１ｍｇ「ヨシトミ」,620118102.0,"""Medication""",2,錠,１日２回昼夕食後に,ビペリデン
ビムパットドライシロップ１０％,622670401.0,"""Medication""",0.3,ｇ,１日２回朝夕食後に,ビムパットドライシロップ
ビムパット錠１００ｍｇ,622508001.0,"""Medication""",2,錠,１日２回朝夕食後に,ビムパット
ビムパット錠５０ｍｇ,622507901.0,"""Medication""",2,錠,１日２回朝夕食後に,ビムパット
ビラノア錠２０ｍｇ,622516602.0,"""Medication""",1,錠,１日１回就寝前に,ビラノア
ビルテプソ点滴静注２５０ｍｇ　５ｍＬ,622806301.0,"""Injection""",9,瓶,-,ビルテプソ
ピムロ顆粒,610422244.0,"""Medication""",1.5,ｇ,１日２回朝昼食後に,ピムロ
ピレチア細粒１０％,620004557.0,"""Medication""",0.05,ｇ,１日３回毎食後に,ピレチア
ピレチア錠（２５ｍｇ）,611410121.0,"""Medication""",1,錠,１日１回就寝前に,ピレチア
ファモチジン１０％散,622732700.0,"""Medication""",0.1,ｇ,１日２回朝夕食後に,ファモチジン
ファモチジン１０ｍｇ口腔内崩壊錠,622733000.0,"""Medication""",2,錠,１日２回朝夕食前に,ファモチジン
ファモチジン２％散,622732800.0,"""Medication""",0.25,ｇ,１日２回朝夕食後に,ファモチジン
フィコンパ細粒１％,622703001.0,"""Medication""",0.05,ｇ,１日１回就寝前に,フィコンパ
フィコンパ錠２ｍｇ,622484601.0,"""Medication""",1,錠,１日１回就寝前に,フィコンパ
フィコンパ錠４ｍｇ,622484701.0,"""Medication""",1,錠,１日１回就寝前に,フィコンパ
